"date_value","Homicide","Rape","Robbery/Gun","Robbery/Other","Aggravated Assault/Gun","Aggravated Assault/Other","Burglary/Residential","Burglary/Commercial","Theft of Motor Vehicle Tag","Theft from Person","Theft from Auto","Retail Theft","Theft","Auto Theft","Drug Possession","Drug Sales","DUI","All Other Offenses"
2014-11-05,7,1,7,4,0,9,2,0,0,0,1,6,2,5,17,21,11,37
2014-11-06,0,2,3,7,4,7,3,3,0,0,1,11,2,3,28,21,12,47
2014-11-07,0,0,2,6,1,9,6,1,0,0,1,5,0,3,20,21,15,61
2014-11-08,2,0,1,3,1,10,4,0,0,0,1,11,2,4,37,17,23,47
2014-11-09,0,1,5,3,5,10,0,0,0,0,1,5,1,3,14,6,15,43
2014-11-10,0,0,2,1,0,3,0,1,0,0,2,8,8,5,8,2,13,41
2014-11-11,0,1,3,2,5,8,3,0,0,0,1,3,7,1,29,23,13,53
2014-11-12,1,2,1,9,3,10,2,0,0,0,3,13,4,4,18,26,8,51
2014-11-13,1,1,1,2,5,6,4,1,0,1,0,9,2,2,34,43,6,48
2014-11-14,1,0,6,3,1,5,2,0,0,0,0,14,0,1,14,22,14,46
2014-11-15,0,1,0,3,0,7,2,2,0,0,2,3,0,0,20,18,25,50
2014-11-16,0,0,3,2,0,3,2,0,0,0,0,4,0,2,4,10,18,29
2014-11-17,1,4,0,0,0,8,1,0,0,0,0,6,3,0,2,4,5,29
2014-11-18,0,2,3,5,2,4,4,0,0,0,1,4,5,1,9,6,8,35
2014-11-19,1,1,3,1,3,6,2,0,0,0,0,3,1,6,15,25,6,38
2014-11-20,1,0,2,4,2,14,1,0,0,0,1,5,0,1,12,17,7,45
2014-11-21,0,1,8,4,1,8,5,0,0,0,4,5,1,0,7,9,11,34
2014-11-22,1,2,0,9,3,10,1,0,0,0,1,9,3,5,12,12,22,34
2014-11-23,0,2,1,6,3,12,6,0,0,0,2,6,0,3,4,4,19,48
2014-11-24,0,1,2,3,8,4,3,0,0,0,1,9,9,42,5,4,9,32
2014-11-25,1,0,1,3,0,8,3,0,0,0,2,5,1,7,7,7,2,38
2014-11-26,1,0,3,3,2,3,4,0,0,0,0,4,0,0,11,14,6,41
2014-11-27,0,0,1,2,0,6,2,0,0,1,1,1,0,0,6,8,9,17
2014-11-28,0,0,0,3,1,5,2,0,0,0,1,8,1,0,14,17,8,31
2014-11-29,2,0,3,1,1,5,3,0,0,0,1,7,1,2,27,17,16,37
2014-11-30,1,1,2,1,1,8,8,1,0,0,0,10,3,0,1,7,15,44
2014-12-01,0,0,1,5,2,3,3,0,0,0,6,9,1,2,3,2,7,27
2014-12-02,2,2,2,8,1,8,4,0,0,0,0,5,2,5,12,8,7,40
2014-12-03,0,2,2,1,0,8,2,0,0,0,2,7,2,0,15,15,13,48
2014-12-04,2,1,3,2,2,9,0,2,0,0,0,4,1,28,13,12,13,53
2014-12-05,0,0,0,4,5,6,4,0,0,0,6,7,3,44,15,10,8,50
2014-12-06,0,0,3,3,1,13,2,1,0,0,3,12,3,2,13,16,30,37
2014-12-07,0,0,0,1,2,9,0,0,0,0,1,6,0,0,2,8,12,30
2014-12-08,1,0,4,3,1,6,1,1,0,0,1,9,0,41,5,2,9,29
2014-12-09,0,1,4,2,5,7,6,0,0,0,1,9,0,1,19,8,3,32
2014-12-10,1,0,1,3,1,6,4,2,0,0,5,6,2,0,15,33,3,41
2014-12-11,2,1,4,7,4,9,6,0,0,0,1,2,1,2,13,53,14,43
2014-12-12,0,0,9,2,0,4,0,0,0,0,1,10,3,5,18,21,12,41
2014-12-13,1,0,6,1,4,10,0,0,0,0,3,10,3,1,18,19,23,43
2014-12-14,0,0,1,5,0,5,0,1,0,0,0,2,0,1,4,1,19,33
2014-12-15,1,0,3,3,4,12,5,3,0,0,0,4,1,40,2,2,8,39
2014-12-16,1,1,0,7,5,2,3,0,0,0,0,8,4,5,11,17,6,38
2014-12-17,0,0,5,4,1,9,1,2,0,0,0,12,5,2,21,22,6,41
2014-12-18,1,0,1,3,1,9,2,0,0,0,1,6,1,0,27,29,7,59
2014-12-19,0,4,7,2,2,8,3,0,0,1,0,2,3,2,6,19,11,44
2014-12-20,1,4,2,1,3,5,1,0,0,0,1,5,0,3,12,15,14,49
2014-12-21,0,0,6,2,5,6,1,0,0,0,4,11,1,2,5,3,11,36
2014-12-22,0,2,3,5,1,5,4,1,0,0,2,6,4,0,3,3,14,35
2014-12-23,0,2,7,3,2,3,5,1,0,0,3,5,4,2,12,7,11,30
2014-12-24,0,0,3,1,1,6,1,0,0,0,1,9,0,1,8,3,12,31
2014-12-25,0,0,3,4,1,3,0,1,0,0,2,3,1,0,2,2,1,11
2014-12-26,0,0,1,5,1,6,1,0,0,0,1,4,1,0,21,16,5,34
2014-12-27,0,0,0,4,1,5,4,0,0,0,0,10,2,2,13,15,12,52
2014-12-28,0,3,0,0,3,8,1,0,0,0,1,5,2,2,6,0,15,36
2014-12-29,0,1,4,1,1,9,0,1,0,0,1,4,0,0,1,4,9,37
2014-12-30,1,1,1,2,2,9,4,0,0,0,1,3,0,1,6,19,3,34
2014-12-31,0,1,5,1,3,10,1,0,0,0,4,3,2,4,15,28,11,27
2015-01-01,0,1,1,3,3,6,0,0,0,0,0,2,2,1,2,3,28,50
2015-01-02,0,0,0,2,1,6,5,0,0,0,1,4,3,2,15,17,8,40
2015-01-03,0,0,3,2,2,11,7,0,0,1,2,8,2,2,20,15,9,32
2015-01-04,5,0,4,2,1,5,0,0,0,0,0,4,2,1,7,2,12,23
2015-01-05,1,3,1,5,4,5,1,0,0,0,4,8,3,2,3,3,8,29
2015-01-06,1,1,1,3,3,9,2,0,0,1,1,6,2,0,7,16,5,42
2015-01-07,0,0,4,1,1,6,3,0,0,0,1,3,1,2,16,16,7,30
2015-01-08,0,1,3,3,0,4,4,0,0,0,0,7,2,1,22,27,7,57
2015-01-09,0,1,4,2,0,5,4,0,0,0,4,12,4,0,14,23,11,45
2015-01-10,2,0,1,2,0,4,1,2,0,0,4,5,0,2,21,21,19,42
2015-01-11,0,0,0,0,2,4,0,0,0,0,0,3,2,0,14,12,10,35
2015-01-12,0,0,0,7,2,3,1,0,0,0,2,4,1,1,3,11,5,24
2015-01-13,0,0,1,5,0,17,1,0,0,0,3,4,1,5,10,10,5,47
2015-01-14,0,0,1,1,3,7,0,0,0,1,1,2,1,3,14,24,7,53
2015-01-15,0,2,2,1,4,9,1,2,0,0,0,8,2,2,17,27,12,51
2015-01-16,0,2,2,4,3,6,3,0,0,0,0,7,3,2,26,22,16,63
2015-01-17,0,0,1,3,1,9,0,0,0,0,3,8,1,1,29,18,16,32
2015-01-18,2,1,1,1,0,1,1,0,0,0,0,7,1,3,2,4,26,37
2015-01-19,0,2,2,3,4,8,4,1,0,0,3,9,0,2,4,4,11,30
2015-01-20,2,1,4,0,3,9,3,0,0,0,3,7,3,2,11,12,11,58
2015-01-21,1,0,1,4,0,6,1,0,0,0,2,6,1,3,15,20,7,53
2015-01-22,0,1,6,5,2,5,2,1,0,2,2,8,2,3,18,22,13,42
2015-01-23,2,0,0,4,1,11,6,8,0,0,2,4,3,0,13,26,6,59
2015-01-24,1,3,1,5,0,3,2,0,0,0,1,3,1,2,13,19,9,34
2015-01-25,0,0,14,2,0,2,1,0,0,0,0,6,0,2,8,6,15,40
2015-01-26,0,1,8,1,9,14,0,0,0,0,0,10,5,0,4,7,4,20
2015-01-27,0,2,4,3,3,5,1,1,0,0,2,3,4,1,7,9,10,41
2015-01-28,0,0,5,0,2,7,1,0,0,0,1,8,2,4,16,27,14,55
2015-01-29,3,0,8,3,7,2,2,1,0,0,2,5,3,1,34,39,7,38
2015-01-30,0,1,2,3,1,6,1,0,0,0,1,7,3,2,20,23,11,42
2015-01-31,0,0,1,5,0,3,0,0,0,1,0,5,0,0,29,32,12,36
2015-02-01,1,1,2,2,1,3,3,0,0,0,1,3,0,2,12,8,14,25
2015-02-02,1,1,5,2,2,6,1,0,0,0,0,4,2,0,1,1,16,29
2015-02-03,0,0,1,2,8,4,1,0,0,0,1,2,4,0,13,23,4,52
2015-02-04,0,2,0,2,7,4,1,2,0,0,7,7,3,2,21,30,11,63
2015-02-05,0,0,3,4,6,13,0,1,0,0,1,7,3,1,18,28,6,53
2015-02-06,0,1,8,3,9,8,2,0,0,0,0,2,6,15,26,26,13,40
2015-02-07,0,1,3,5,1,13,0,0,0,0,0,6,0,0,17,15,16,48
2015-02-08,0,0,1,2,9,6,2,0,0,0,2,3,1,1,4,3,21,52
2015-02-09,0,1,0,1,5,4,2,1,0,0,0,6,5,1,7,11,10,38
2015-02-10,0,1,2,0,0,8,0,1,0,0,0,5,1,2,11,16,7,34
2015-02-11,1,2,0,1,3,7,3,0,0,0,1,4,1,4,9,24,12,47
2015-02-12,0,7,8,7,2,5,2,0,0,0,1,3,0,2,21,18,8,72
2015-02-13,0,1,2,1,4,5,3,1,0,0,0,11,4,0,19,21,8,45
2015-02-14,0,2,3,3,1,6,2,0,0,0,0,6,2,3,15,9,21,34
2015-02-15,0,2,2,0,0,6,3,2,0,0,0,2,2,2,9,6,9,21
2015-02-16,0,0,0,7,3,4,3,0,0,0,0,1,2,3,2,6,9,31
2015-02-17,1,0,3,2,6,7,2,0,0,0,1,4,2,1,9,15,10,30
2015-02-18,1,1,5,3,6,3,3,2,0,0,2,14,0,1,18,27,7,37
2015-02-19,0,1,8,6,1,8,7,1,0,0,3,7,2,1,26,30,10,35
2015-02-20,0,0,4,5,4,2,2,1,0,0,1,8,0,1,19,19,8,31
2015-02-21,0,2,2,0,3,3,3,0,0,0,0,2,0,0,19,18,20,22
2015-02-22,1,0,1,0,1,6,0,2,0,0,2,4,3,1,3,0,9,19
2015-02-23,1,1,1,3,2,5,2,4,0,0,1,7,0,2,6,6,13,41
2015-02-24,4,0,0,3,2,15,3,0,0,1,1,12,1,0,8,16,17,51
2015-02-25,1,1,2,2,3,5,10,0,1,0,0,3,6,2,24,19,9,57
2015-02-26,0,2,6,4,1,12,2,1,0,0,2,3,1,2,26,35,9,44
2015-02-27,1,2,0,8,1,8,2,1,0,0,0,3,0,2,9,16,13,51
2015-02-28,0,0,0,3,3,8,1,2,0,0,1,5,1,3,39,20,21,46
2015-03-01,0,0,0,1,1,10,3,2,0,0,0,4,0,2,4,3,23,34
2015-03-02,0,0,2,2,2,20,4,2,0,0,0,2,1,2,3,2,3,34
2015-03-03,1,0,6,1,2,6,8,1,0,0,0,3,3,0,8,13,9,39
2015-03-04,2,0,4,1,1,4,9,0,0,1,0,8,3,5,18,20,9,41
2015-03-05,2,1,5,1,2,6,2,0,0,0,0,1,3,1,9,13,9,30
2015-03-06,0,1,2,4,0,3,1,0,0,0,1,5,1,2,7,6,6,19
2015-03-07,0,1,2,5,2,13,0,0,0,0,0,1,3,1,13,14,17,46
2015-03-08,0,0,4,5,1,4,1,0,0,0,0,5,1,0,8,5,17,36
2015-03-09,0,1,4,6,1,4,4,2,0,0,0,3,3,2,7,13,13,37
2015-03-10,1,1,1,3,3,7,1,0,0,0,0,3,2,6,9,18,11,44
2015-03-11,0,1,0,3,0,3,4,0,0,0,0,8,2,2,18,31,8,51
2015-03-12,1,1,0,3,1,9,0,4,0,0,2,7,0,0,23,27,2,55
2015-03-13,0,1,3,0,2,4,5,1,0,0,0,4,7,1,20,27,11,63
2015-03-14,1,1,2,1,2,2,0,0,0,0,0,4,2,5,10,19,19,35
2015-03-15,0,0,8,5,2,4,3,0,0,0,0,3,2,1,5,0,19,40
2015-03-16,0,1,0,5,1,8,2,0,0,0,1,8,0,2,5,14,11,36
2015-03-17,0,1,0,2,6,8,4,0,0,0,2,6,4,0,14,14,10,46
2015-03-18,2,2,5,2,3,11,3,0,0,1,3,7,1,1,21,24,8,70
2015-03-19,1,0,3,4,4,7,1,0,0,0,1,10,4,1,12,25,11,48
2015-03-20,0,0,4,7,3,5,7,0,0,0,3,4,3,2,20,23,13,43
2015-03-21,1,0,0,2,5,2,1,0,0,0,4,6,2,3,22,19,12,31
2015-03-22,0,0,0,1,0,8,0,1,0,0,1,9,2,2,8,4,20,39
2015-03-23,0,1,1,6,6,6,3,0,0,0,1,3,2,2,5,4,9,33
2015-03-24,0,1,1,3,6,11,2,0,0,0,1,10,2,2,17,29,10,55
2015-03-25,1,1,1,4,2,8,2,0,0,0,0,4,2,9,24,21,5,51
2015-03-26,1,0,5,9,3,10,3,1,0,0,1,6,1,2,12,29,8,60
2015-03-27,0,1,6,6,4,3,3,0,0,0,4,5,3,5,19,20,13,46
2015-03-28,1,0,1,5,2,7,1,3,0,0,1,4,1,2,23,16,14,57
2015-03-29,0,0,0,2,1,10,3,0,0,0,2,6,3,2,8,8,21,44
2015-03-30,0,0,0,10,0,7,1,1,0,0,1,10,7,0,12,5,16,32
2015-03-31,1,0,3,1,6,10,3,0,0,0,2,4,2,2,19,16,13,31
2015-04-01,0,0,12,4,3,11,6,10,1,0,8,4,2,1,17,33,11,51
2015-04-02,2,1,5,12,5,18,2,0,0,0,5,8,2,1,61,49,11,36
2015-04-03,1,1,1,5,1,6,4,0,0,1,12,6,3,4,23,22,13,49
2015-04-04,0,0,1,8,2,9,0,1,1,0,0,5,0,3,15,22,14,54
2015-04-05,0,0,1,3,4,13,1,0,0,0,3,2,3,0,9,13,11,35
2015-04-06,0,1,2,2,4,7,0,1,0,0,2,6,4,2,7,4,13,39
2015-04-07,0,1,0,5,1,6,3,0,0,0,1,9,4,0,16,13,9,51
2015-04-08,2,1,4,6,3,17,6,0,0,0,1,6,3,2,18,14,9,53
2015-04-09,0,2,1,2,0,8,6,3,0,0,2,5,1,4,17,15,12,41
2015-04-10,0,1,0,6,0,12,3,0,0,0,3,8,1,1,16,30,16,36
2015-04-11,0,0,3,9,5,13,4,1,0,0,1,7,1,2,19,38,15,36
2015-04-12,0,0,1,2,2,3,1,2,0,0,1,8,0,2,6,2,19,45
2015-04-13,0,4,1,6,0,4,8,0,0,0,2,8,2,2,9,7,9,42
2015-04-14,1,2,2,4,0,7,0,2,0,0,0,7,3,0,12,14,8,37
2015-04-15,0,2,3,5,3,8,6,0,0,0,4,9,1,3,23,16,12,70
2015-04-16,0,3,2,1,1,9,0,5,0,0,1,5,4,2,29,23,6,70
2015-04-17,0,1,1,3,6,12,4,0,0,0,4,8,1,8,28,26,9,50
2015-04-18,0,0,0,2,1,11,3,0,0,0,0,10,0,1,20,29,26,46
2015-04-19,1,0,0,1,16,11,0,0,0,0,2,9,1,1,16,11,20,40
2015-04-20,0,5,2,6,3,5,3,0,0,1,0,7,1,3,8,7,10,41
2015-04-21,0,4,1,7,4,9,1,1,0,0,0,6,4,0,25,20,6,37
2015-04-22,1,1,3,8,4,3,0,2,0,0,1,2,3,3,35,36,7,41
2015-04-23,0,0,0,2,1,8,5,1,0,1,2,6,3,4,15,59,8,65
2015-04-24,0,1,1,1,3,3,2,2,0,0,1,11,2,3,15,18,6,56
2015-04-25,0,0,0,1,4,6,3,0,0,0,2,8,0,2,21,30,25,50
2015-04-26,1,0,0,1,2,8,0,1,0,0,2,2,3,0,6,5,20,42
2015-04-27,0,1,0,3,3,5,3,0,0,0,1,5,0,2,7,11,10,46
2015-04-28,0,1,2,9,4,10,5,0,0,0,2,6,6,4,13,15,7,51
2015-04-29,1,0,2,6,3,14,1,3,0,0,1,3,3,2,11,25,10,58
2015-04-30,0,1,0,2,5,2,5,10,0,0,1,6,2,5,16,21,12,54
2015-05-01,0,0,1,5,5,10,2,0,0,1,0,6,1,1,12,8,8,50
2015-05-02,0,0,0,1,3,4,2,0,0,0,1,5,0,1,19,20,26,38
2015-05-03,2,0,1,0,2,3,0,1,0,0,1,3,3,0,2,2,19,26
2015-05-04,0,4,6,4,6,6,6,0,0,0,1,3,4,2,14,3,5,48
2015-05-05,0,1,6,8,8,10,1,0,0,0,3,11,3,1,15,13,9,48
2015-05-06,0,1,1,4,3,6,3,0,0,0,1,7,5,1,11,18,3,54
2015-05-07,1,4,5,1,8,18,0,0,0,1,1,6,0,0,14,28,8,41
2015-05-08,0,1,0,2,3,6,5,0,0,0,2,4,0,1,16,23,9,41
2015-05-09,0,2,2,4,6,6,4,0,0,0,1,13,1,4,25,19,10,37
2015-05-10,0,1,0,8,4,5,1,0,0,0,1,2,6,0,9,10,10,39
2015-05-11,0,3,2,5,7,15,4,1,0,0,3,6,3,2,9,4,8,38
2015-05-12,1,1,1,5,3,14,4,1,0,0,4,8,8,0,17,10,3,44
2015-05-13,0,0,2,3,2,11,2,0,0,0,0,8,2,0,7,26,9,43
2015-05-14,0,0,4,4,7,13,3,0,0,0,1,5,3,2,35,26,10,35
2015-05-15,1,2,3,2,1,5,3,0,0,0,1,8,4,1,23,26,6,45
2015-05-16,0,1,4,3,0,8,1,1,0,0,0,5,1,6,19,14,22,46
2015-05-17,0,0,2,5,1,5,1,0,0,1,2,2,1,1,1,2,15,38
2015-05-18,1,2,2,4,2,3,0,1,0,0,3,7,4,3,2,5,4,33
2015-05-19,0,1,2,4,6,12,5,0,0,0,2,15,2,0,9,12,7,57
2015-05-20,1,2,0,6,3,8,4,0,0,0,3,4,2,2,14,23,4,58
2015-05-21,1,2,1,0,5,4,2,0,0,0,1,14,2,0,20,26,8,42
2015-05-22,0,0,1,6,1,8,4,1,0,0,0,6,4,1,16,23,7,37
2015-05-23,1,1,3,1,2,9,2,0,0,1,2,6,0,3,21,25,31,58
2015-05-24,0,0,4,1,3,10,2,0,0,0,0,3,6,1,4,4,20,46
2015-05-25,0,0,2,2,2,12,0,0,0,0,1,4,1,1,3,1,12,38
2015-05-26,1,0,1,5,3,13,5,0,0,0,0,29,3,0,10,7,13,45
2015-05-27,1,0,0,4,2,11,3,1,0,0,3,9,2,2,16,26,6,52
2015-05-28,1,1,2,6,4,9,4,0,0,1,1,8,4,3,21,34,11,54
2015-05-29,0,1,3,8,2,18,4,0,0,0,1,10,2,2,10,18,5,48
2015-05-30,0,0,1,5,6,5,3,0,0,2,2,9,2,2,15,14,12,42
2015-05-31,0,0,4,6,1,7,3,0,0,0,1,7,4,2,4,2,11,38
2015-06-01,0,1,3,3,2,10,5,0,0,1,0,10,2,1,7,1,9,49
2015-06-02,1,2,2,4,7,12,1,3,0,0,0,6,2,1,18,18,5,39
2015-06-03,0,1,0,2,7,11,2,1,0,0,4,7,1,2,25,29,8,41
2015-06-04,0,2,5,6,2,11,3,3,0,0,3,6,2,3,27,32,12,60
2015-06-05,0,0,5,2,1,8,0,1,0,0,1,4,5,1,21,42,4,52
2015-06-06,2,1,1,7,1,14,4,0,0,0,2,6,0,5,15,11,21,50
2015-06-07,0,1,1,2,6,9,2,0,0,0,1,8,1,2,4,6,9,48
2015-06-08,1,1,1,1,2,6,3,1,0,0,2,10,1,12,10,3,8,39
2015-06-09,2,4,3,2,0,3,4,3,0,0,3,12,5,0,16,13,8,50
2015-06-10,0,2,1,6,17,20,1,0,0,1,0,12,0,4,24,20,13,52
2015-06-11,0,2,1,1,5,11,5,0,0,0,1,6,1,4,17,25,9,55
2015-06-12,2,2,0,6,3,4,2,2,0,0,1,8,7,1,16,21,3,58
2015-06-13,1,1,3,3,0,10,3,0,0,0,1,7,1,3,20,14,23,45
2015-06-14,0,2,0,3,1,13,2,2,0,0,3,8,0,1,6,1,16,38
2015-06-15,0,1,1,17,2,4,2,0,0,0,0,5,5,10,1,3,6,35
2015-06-16,0,0,0,4,2,16,0,6,0,0,0,2,3,1,17,17,1,36
2015-06-17,0,2,1,2,4,16,3,0,0,1,1,4,4,2,30,23,6,66
2015-06-18,0,0,9,4,2,12,2,0,0,0,4,7,2,2,18,9,5,49
2015-06-19,0,2,0,2,5,18,2,0,0,0,2,10,2,1,23,18,14,62
2015-06-20,0,1,1,8,1,5,1,0,0,0,2,6,0,1,21,12,19,60
2015-06-21,0,0,0,1,1,13,1,0,0,0,0,6,1,4,6,8,17,31
2015-06-22,1,1,3,1,4,16,3,0,0,1,1,11,3,1,8,3,8,35
2015-06-23,1,1,3,4,2,13,4,0,0,0,2,5,2,1,16,14,6,42
2015-06-24,1,0,3,6,1,11,1,1,0,0,2,5,4,3,24,33,6,45
2015-06-25,0,1,2,5,0,11,5,4,0,0,2,4,2,0,22,73,6,59
2015-06-26,0,0,2,6,1,13,4,4,0,0,0,9,5,1,26,15,9,48
2015-06-27,0,2,1,1,1,3,0,1,0,0,0,5,1,6,15,13,23,39
2015-06-28,0,0,3,2,1,8,2,0,0,1,1,4,1,2,4,4,5,30
2015-06-29,0,0,9,3,14,14,3,2,0,0,0,2,4,1,10,1,11,29
2015-06-30,0,0,4,2,4,7,3,1,0,0,4,5,1,3,17,13,6,42
2015-07-01,0,0,1,2,2,5,6,1,0,1,4,7,1,8,21,24,13,62
2015-07-02,2,2,2,3,4,11,0,0,0,1,1,8,2,1,16,27,8,48
2015-07-03,1,0,2,1,0,12,3,0,0,0,0,8,2,2,29,23,10,54
2015-07-04,1,0,1,0,2,10,4,5,0,0,2,5,0,0,2,4,13,35
2015-07-05,0,0,0,4,3,9,2,1,0,0,1,4,4,0,5,2,14,33
2015-07-06,0,0,0,5,0,7,0,2,0,0,3,4,1,3,16,11,4,41
2015-07-07,0,1,1,3,8,5,0,0,0,0,2,7,4,1,12,16,6,51
2015-07-08,0,2,1,6,3,14,7,1,0,0,2,6,5,5,39,28,9,45
2015-07-09,1,1,0,3,10,12,1,8,0,0,1,10,3,3,15,12,5,55
2015-07-10,0,2,1,3,2,9,3,0,0,1,0,3,7,1,22,17,11,52
2015-07-11,0,0,0,7,2,17,1,0,0,0,1,13,2,2,23,19,20,44
2015-07-12,0,0,0,4,2,16,3,0,0,0,1,5,3,1,10,5,14,30
2015-07-13,0,0,1,2,1,11,1,0,0,0,2,4,2,3,10,7,5,39
2015-07-14,0,1,4,4,1,5,1,1,0,0,6,5,6,1,11,20,7,39
2015-07-15,1,2,2,4,7,12,4,6,0,0,1,8,6,0,18,27,8,58
2015-07-16,0,0,7,6,2,7,1,0,0,0,0,7,5,2,29,25,9,63
2015-07-17,1,2,2,5,5,6,5,1,0,0,0,8,3,2,40,9,3,47
2015-07-18,3,1,1,7,5,8,4,0,0,0,4,5,1,1,9,22,26,41
2015-07-19,0,0,1,2,2,6,1,0,0,1,0,4,3,2,5,5,14,27
2015-07-20,0,1,1,2,3,7,3,0,0,0,0,5,1,3,7,7,10,43
2015-07-21,1,0,0,4,10,12,2,2,0,0,1,2,1,1,24,10,8,58
2015-07-22,1,1,3,6,17,9,1,4,0,0,1,6,1,3,20,17,11,55
2015-07-23,2,3,5,2,6,7,1,15,0,1,0,11,1,1,11,35,13,53
2015-07-24,1,0,4,2,1,10,1,0,0,1,1,10,3,3,10,17,10,54
2015-07-25,0,2,2,4,2,6,4,3,0,0,0,7,0,1,21,10,12,48
2015-07-26,0,1,1,2,2,11,2,0,0,0,1,9,2,3,3,4,12,35
2015-07-27,0,0,2,2,4,8,3,0,0,1,5,7,0,3,5,10,8,43
2015-07-28,0,3,3,7,3,10,5,0,0,0,0,8,10,0,15,20,8,59
2015-07-29,2,0,0,5,6,14,2,1,0,0,0,11,5,2,17,20,2,41
2015-07-30,0,5,9,9,2,3,2,0,0,1,2,5,7,0,12,15,11,48
2015-07-31,1,5,3,8,1,10,8,4,0,0,1,1,3,1,18,21,6,42
2015-08-01,0,0,1,7,2,4,3,0,0,0,1,5,1,1,19,13,27,45
2015-08-02,0,0,3,4,3,5,1,1,0,0,0,6,1,0,12,2,14,42
2015-08-03,0,2,2,5,4,8,0,5,0,0,1,5,0,1,7,10,7,29
2015-08-04,0,2,4,4,0,12,2,1,0,0,9,2,1,0,21,14,3,45
2015-08-05,0,1,1,5,5,10,4,0,0,0,16,6,3,1,22,19,5,46
2015-08-06,1,2,2,1,2,6,3,0,1,0,0,5,2,3,21,32,6,61
2015-08-07,0,0,3,1,4,9,4,4,0,0,2,6,3,0,17,28,7,48
2015-08-08,1,0,3,2,1,5,7,1,0,0,1,9,3,2,10,16,25,49
2015-08-09,0,0,0,1,5,6,1,2,0,0,0,5,5,2,6,13,11,32
2015-08-10,0,1,1,9,2,10,1,0,0,0,1,9,0,1,9,2,10,46
2015-08-11,1,3,6,8,2,14,3,1,0,0,3,5,4,3,13,6,8,47
2015-08-12,0,1,1,7,4,9,0,0,0,0,0,5,1,3,16,22,8,64
2015-08-13,0,0,1,2,2,3,6,0,0,0,7,8,0,2,14,29,9,50
2015-08-14,0,0,2,4,3,6,7,0,0,0,1,7,3,0,10,11,8,53
2015-08-15,0,0,0,1,2,8,3,0,0,0,0,4,1,0,9,25,24,45
2015-08-16,0,1,0,4,5,10,1,1,0,0,0,6,1,1,5,3,10,33
2015-08-17,0,1,11,3,2,18,3,0,0,0,0,8,3,3,9,9,5,34
2015-08-18,1,2,1,2,0,8,3,1,0,0,3,5,8,3,11,13,12,42
2015-08-19,1,1,1,10,4,9,4,10,0,0,7,4,2,8,16,20,9,57
2015-08-20,5,2,2,4,3,9,0,0,0,0,2,4,2,5,9,13,12,53
2015-08-21,1,1,2,9,4,3,1,16,0,0,2,7,1,2,11,11,4,41
2015-08-22,0,1,2,2,6,6,2,0,0,1,5,4,3,2,26,15,16,51
2015-08-23,1,0,1,1,1,2,1,0,0,0,2,6,4,1,10,8,16,39
2015-08-24,0,1,5,2,3,8,2,0,0,0,2,4,1,2,4,5,7,46
2015-08-25,0,0,1,3,4,11,7,0,0,0,2,7,4,3,9,36,8,35
2015-08-26,1,0,3,3,4,12,3,0,0,0,1,6,4,3,12,19,6,43
2015-08-27,1,0,2,5,9,3,10,0,0,0,6,9,5,3,20,23,7,60
2015-08-28,0,2,2,1,2,5,2,0,0,0,0,4,1,2,19,19,6,51
2015-08-29,2,0,2,5,3,15,0,2,0,1,1,10,5,0,16,15,12,43
2015-08-30,0,0,0,1,1,9,1,1,0,0,2,2,4,1,4,7,17,46
2015-08-31,1,1,0,3,3,10,0,11,0,0,3,3,2,2,6,1,7,45
2015-09-01,0,0,5,6,7,11,5,0,0,0,2,7,4,1,19,23,2,67
2015-09-02,0,0,2,5,3,12,4,1,0,0,3,12,1,1,17,28,4,55
2015-09-03,3,4,6,4,1,10,4,3,0,0,1,6,1,0,17,26,13,56
2015-09-04,0,0,0,5,2,11,6,1,0,0,2,8,0,1,16,25,6,45
2015-09-05,0,2,1,4,3,6,4,0,0,0,6,11,0,1,14,12,20,49
2015-09-06,1,0,6,3,3,12,0,0,1,0,1,2,1,1,10,4,16,33
2015-09-07,0,2,1,12,1,7,0,0,0,0,3,6,0,1,6,2,18,32
2015-09-08,0,0,1,5,4,11,1,0,0,0,0,7,2,2,13,9,8,38
2015-09-09,0,0,2,5,3,6,7,3,0,0,1,7,4,15,15,14,4,61
2015-09-10,2,0,3,4,1,3,6,0,0,0,0,3,3,3,14,42,8,49
2015-09-11,1,2,2,8,2,6,3,4,0,0,1,5,1,2,17,13,7,55
2015-09-12,2,0,0,3,4,3,1,1,0,0,0,9,4,1,20,24,26,43
2015-09-13,0,0,1,5,2,13,1,1,0,0,1,5,1,1,9,5,10,42
2015-09-14,0,0,1,5,3,8,4,1,0,0,0,10,1,2,6,6,8,35
2015-09-15,0,2,0,2,2,7,4,0,0,0,1,7,2,1,10,20,8,39
2015-09-16,1,1,5,2,4,9,4,1,0,1,3,6,2,4,35,33,6,50
2015-09-17,1,3,0,2,3,16,2,1,0,0,2,8,7,1,19,43,5,60
2015-09-18,1,1,8,10,4,14,4,0,0,1,1,4,5,16,25,28,18,78
2015-09-19,0,0,1,3,1,16,2,0,0,0,2,11,3,1,16,18,25,46
2015-09-20,0,0,1,2,3,9,3,0,0,0,0,5,0,2,10,12,21,24
2015-09-21,0,0,0,0,3,8,6,1,0,0,0,4,18,1,4,4,11,33
2015-09-22,0,0,2,6,1,11,7,3,0,0,1,8,2,5,18,20,5,50
