"date_value","ZCTA_GEOID","Retail Theft","Theft","Fraud/Theft of Services","Vandalism","Alcohol Possession by Minor","Public Drunkenness","Trespass","Disorderly Conduct","Minor Violations (Open Container, Public Urination, Smoking Violation)","Uncategorized Offenses"
2014-01-02,"19102",0,0,0,0,0,0,0,0,0,0
2014-01-02,"19103",0,0,0,0,0,0,0,0,0,0
2014-01-02,"19104",0,0,0,0,0,0,0,0,0,0
2014-01-02,"19106",0,0,0,0,0,0,0,0,0,0
2014-01-02,"19107",0,0,0,0,0,0,0,0,0,0
2014-01-02,"19109",0,0,0,0,0,0,0,0,0,0
2014-01-02,"19111",0,0,0,0,0,0,0,0,0,0
2014-01-02,"19112",0,0,0,0,0,0,0,0,0,0
2014-01-02,"19114",0,0,0,0,0,0,0,0,0,0
2014-01-02,"19115",0,0,0,0,0,0,0,0,0,0
2014-01-02,"19116",0,0,0,0,0,0,0,0,0,0
2014-01-02,"19118",0,0,0,0,0,0,0,0,0,0
2014-01-02,"19119",0,0,0,0,0,0,0,0,0,0
2014-01-02,"19120",0,0,0,0,0,0,0,0,0,0
2014-01-02,"19121",0,0,0,0,0,0,0,0,0,0
2014-01-02,"19122",0,0,0,0,0,0,0,0,0,0
2014-01-02,"19123",0,0,0,0,0,0,0,0,0,0
2014-01-02,"19124",0,0,0,0,0,0,0,0,0,0
2014-01-02,"19125",0,0,0,0,0,0,0,0,0,0
2014-01-02,"19126",0,0,0,0,0,0,0,0,0,0
2014-01-02,"19127",0,0,0,0,0,0,0,0,0,0
2014-01-02,"19128",0,0,0,0,0,0,0,0,0,0
2014-01-02,"19129",0,0,0,0,0,0,0,0,0,0
2014-01-02,"19130",0,0,0,0,0,0,0,0,0,0
2014-01-02,"19131",0,0,0,0,0,0,0,0,0,0
2014-01-02,"19132",0,0,0,0,0,0,0,0,0,0
2014-01-02,"19133",0,0,0,0,0,0,0,0,0,0
2014-01-02,"19134",0,0,0,0,0,0,0,0,0,0
2014-01-02,"19135",0,0,0,0,0,0,0,0,0,0
2014-01-02,"19136",0,0,0,0,0,0,0,0,0,0
2014-01-02,"19137",0,0,0,0,0,0,0,0,0,0
2014-01-02,"19138",0,0,0,0,0,0,0,0,0,0
2014-01-02,"19139",0,0,0,0,0,0,0,0,0,0
2014-01-02,"19140",0,0,0,0,0,0,0,0,0,0
2014-01-02,"19141",0,0,0,0,0,0,0,0,0,0
2014-01-02,"19142",0,0,0,0,0,0,0,0,0,0
2014-01-02,"19143",0,0,0,0,0,0,0,0,0,0
2014-01-02,"19144",0,0,0,0,0,0,0,0,0,0
2014-01-02,"19145",0,0,0,0,0,0,0,0,0,0
2014-01-02,"19146",0,0,0,0,0,0,0,0,0,0
2014-01-02,"19147",0,0,0,0,0,0,0,0,0,0
2014-01-02,"19148",0,0,0,0,0,0,0,0,0,0
2014-01-02,"19149",0,0,0,0,0,0,0,0,0,0
2014-01-02,"19150",0,0,0,0,0,0,0,0,0,0
2014-01-02,"19151",0,0,0,0,0,0,0,0,0,0
2014-01-02,"19152",0,0,0,0,0,0,0,0,0,0
2014-01-02,"19153",0,0,0,0,0,0,0,0,0,0
2014-01-02,"19154",0,0,0,0,0,0,0,0,0,0
2014-01-02,"Unknown",0,0,0,0,0,0,0,0,92,93
2014-01-06,"19102",0,0,0,0,0,0,0,69,77,447
2014-01-06,"19103",129,0,0,0,0,0,0,0,0,0
2014-01-06,"19104",0,0,0,0,0,0,0,159,141,74
2014-01-06,"19106",0,0,0,0,0,0,0,0,0,65
2014-01-06,"19107",64,0,0,0,0,0,0,68,68,68
2014-01-06,"19109",0,0,0,0,0,0,0,0,0,0
2014-01-06,"19111",0,0,0,0,0,0,0,0,0,0
2014-01-06,"19112",0,0,0,0,0,0,0,0,0,0
2014-01-06,"19114",66,0,0,0,0,0,0,0,80,0
2014-01-06,"19115",0,0,0,0,0,0,0,0,0,0
2014-01-06,"19116",0,0,0,0,0,0,0,0,0,0
2014-01-06,"19118",0,0,0,0,0,0,0,0,0,0
2014-01-06,"19119",0,0,0,0,0,0,0,0,0,0
2014-01-06,"19120",185,0,0,0,0,0,0,83,78,143
2014-01-06,"19121",161,0,0,131,0,0,0,0,65,0
2014-01-06,"19122",0,0,0,0,0,0,0,0,0,70
2014-01-06,"19123",0,0,0,0,68,0,0,0,0,175
2014-01-06,"19124",127,0,0,0,0,0,0,0,72,76
2014-01-06,"19125",126,0,0,0,0,0,0,0,0,56
2014-01-06,"19126",0,0,0,0,0,0,0,0,0,0
2014-01-06,"19127",0,0,0,0,0,0,0,0,0,0
2014-01-06,"19128",0,0,0,0,0,0,0,0,0,0
2014-01-06,"19129",0,0,0,0,0,0,0,0,75,75
2014-01-06,"19130",128,0,0,0,0,0,0,0,0,222
2014-01-06,"19131",0,0,0,0,0,0,0,0,68,69
2014-01-06,"19132",127,0,0,0,0,0,0,0,0,69
2014-01-06,"19133",0,0,0,0,0,0,0,68,0,86
2014-01-06,"19134",130,0,0,0,0,0,212,82,0,207
2014-01-06,"19135",0,0,0,0,0,0,0,0,0,0
2014-01-06,"19136",0,0,0,0,0,0,0,0,82,0
2014-01-06,"19137",159,0,0,0,0,0,0,0,0,0
2014-01-06,"19138",0,0,0,0,0,0,0,0,81,0
2014-01-06,"19139",0,0,0,186,0,0,0,0,70,70
2014-01-06,"19140",88,0,0,0,0,0,0,61,0,0
2014-01-06,"19141",0,0,0,0,0,0,0,57,76,0
2014-01-06,"19142",0,0,0,0,0,0,0,0,82,80
2014-01-06,"19143",0,0,0,58,0,44,0,0,77,82
2014-01-06,"19144",74,0,0,0,0,0,0,0,61,148
2014-01-06,"19145",0,0,0,0,0,0,0,0,69,69
2014-01-06,"19146",127,0,0,0,0,0,0,0,0,0
2014-01-06,"19147",0,0,0,0,0,0,0,0,79,0
2014-01-06,"19148",163,0,0,0,0,0,0,0,82,0
2014-01-06,"19149",1408,0,0,0,0,0,87,46,66,74
2014-01-06,"19150",0,0,0,0,0,0,0,0,0,0
2014-01-06,"19151",0,0,0,0,0,0,0,0,204,69
2014-01-06,"19152",0,0,0,0,0,0,0,0,0,0
2014-01-06,"19153",0,0,0,0,0,0,0,0,0,0
2014-01-06,"19154",0,0,0,0,0,0,0,0,0,0
2014-01-06,"Unknown",0,0,186,0,0,0,0,117,176,172
2014-01-07,"19102",0,0,0,0,0,0,0,72,75,0
2014-01-07,"19103",0,0,0,0,0,0,0,0,0,0
2014-01-07,"19104",0,0,0,0,0,0,0,0,68,45
2014-01-07,"19106",0,0,0,0,0,0,0,0,0,0
2014-01-07,"19107",0,0,0,0,0,0,0,0,65,75
2014-01-07,"19109",0,0,0,0,0,0,0,0,0,0
2014-01-07,"19111",0,0,0,0,0,0,0,0,0,0
2014-01-07,"19112",0,0,0,0,0,0,0,0,0,0
2014-01-07,"19114",0,0,0,0,0,0,0,0,0,0
2014-01-07,"19115",0,0,0,0,0,0,0,0,0,0
2014-01-07,"19116",0,0,0,0,0,0,0,0,0,0
2014-01-07,"19118",0,0,0,0,0,0,0,0,0,0
2014-01-07,"19119",0,0,0,0,0,0,0,0,0,0
2014-01-07,"19120",195,0,0,0,0,0,0,0,66,0
2014-01-07,"19121",0,0,0,0,0,0,0,0,0,67
2014-01-07,"19122",0,0,0,0,0,65,0,0,0,0
2014-01-07,"19123",0,0,0,0,0,0,0,0,66,137
2014-01-07,"19124",100,0,0,0,0,0,0,156,0,0
2014-01-07,"19125",0,0,0,0,0,0,70,0,0,70
2014-01-07,"19126",0,0,0,0,0,0,0,0,0,0
2014-01-07,"19127",0,0,0,0,0,0,0,0,0,0
2014-01-07,"19128",0,0,0,0,0,0,0,70,0,0
2014-01-07,"19129",0,0,0,0,0,0,0,0,0,0
2014-01-07,"19130",0,0,0,0,0,0,0,0,0,0
2014-01-07,"19131",0,0,0,0,0,0,0,66,67,66
2014-01-07,"19132",99,0,0,0,0,0,0,0,0,14
2014-01-07,"19133",0,0,0,0,0,0,0,0,0,0
2014-01-07,"19134",0,0,0,0,0,0,66,0,74,55
2014-01-07,"19135",0,0,0,0,0,0,0,0,0,0
2014-01-07,"19136",0,0,0,0,0,0,0,0,66,0
2014-01-07,"19137",0,0,0,0,0,0,0,0,0,0
2014-01-07,"19138",100,0,0,0,0,0,0,0,0,0
2014-01-07,"19139",0,0,0,0,0,0,0,0,67,66
2014-01-07,"19140",102,0,0,0,0,0,0,0,0,161
2014-01-07,"19141",0,0,0,0,0,0,0,0,0,0
2014-01-07,"19142",0,0,0,0,0,0,0,0,170,0
2014-01-07,"19143",101,0,0,0,0,0,0,0,80,79
2014-01-07,"19144",0,0,0,0,0,0,0,0,0,65
2014-01-07,"19145",0,0,0,0,0,0,0,0,68,0
2014-01-07,"19146",0,0,0,0,0,0,0,66,68,66
2014-01-07,"19147",0,0,0,0,0,0,0,0,0,0
2014-01-07,"19148",0,0,0,0,0,0,0,0,0,0
2014-01-07,"19149",0,0,0,0,0,0,0,0,0,0
2014-01-07,"19150",0,0,0,0,0,0,0,0,39,0
2014-01-07,"19151",0,0,0,0,0,0,0,0,70,51
2014-01-07,"19152",0,0,0,0,0,0,0,0,0,0
2014-01-07,"19153",0,0,0,0,0,0,0,0,0,0
2014-01-07,"19154",0,0,0,0,0,0,0,0,0,0
2014-01-07,"Unknown",0,0,109,68,0,0,109,110,109,110
2014-01-08,"19102",194,0,0,0,0,0,0,0,73,0
2014-01-08,"19103",0,0,0,0,0,0,0,0,71,0
2014-01-08,"19104",145,0,0,0,0,0,0,0,64,64
2014-01-08,"19106",0,0,0,0,0,0,0,0,0,0
2014-01-08,"19107",125,0,0,0,0,0,0,65,64,64
2014-01-08,"19109",0,0,0,0,0,0,0,0,0,0
2014-01-08,"19111",135,0,0,0,0,0,0,0,0,67
2014-01-08,"19112",0,0,0,0,0,0,0,0,0,0
2014-01-08,"19114",0,0,0,0,0,0,0,0,0,0
2014-01-08,"19115",0,0,0,0,0,0,0,0,0,0
2014-01-08,"19116",0,0,0,0,0,0,0,0,0,0
2014-01-08,"19118",0,0,0,0,0,0,0,0,0,0
2014-01-08,"19119",0,0,0,0,0,0,0,0,0,0
2014-01-08,"19120",193,0,0,0,0,0,0,0,0,0
2014-01-08,"19121",0,0,0,0,0,0,0,0,123,0
2014-01-08,"19122",0,0,0,0,0,0,0,0,0,98
2014-01-08,"19123",0,0,0,0,0,0,0,0,103,141
2014-01-08,"19124",196,0,0,0,0,0,87,0,0,0
2014-01-08,"19125",0,0,0,0,0,0,69,0,0,0
2014-01-08,"19126",0,0,0,0,0,0,0,0,0,0
2014-01-08,"19127",0,0,0,0,0,0,0,0,0,0
2014-01-08,"19128",0,0,0,0,0,0,0,0,0,0
2014-01-08,"19129",0,0,0,0,0,0,0,0,0,0
2014-01-08,"19130",0,0,0,0,0,0,0,0,66,78
2014-01-08,"19131",0,0,0,0,0,0,0,0,64,71
2014-01-08,"19132",0,0,0,0,0,0,0,0,0,0
2014-01-08,"19133",0,0,0,0,0,0,69,0,0,0
2014-01-08,"19134",159,0,0,0,0,0,69,195,0,69
2014-01-08,"19135",212,0,0,0,0,0,0,0,0,0
2014-01-08,"19136",0,0,0,0,0,0,0,19,0,0
2014-01-08,"19137",325,0,0,0,0,0,0,0,0,0
2014-01-08,"19138",0,0,0,0,0,0,219,0,0,0
2014-01-08,"19139",0,0,0,0,0,0,0,0,64,70
2014-01-08,"19140",0,0,0,0,0,0,0,0,0,65
2014-01-08,"19141",0,0,0,0,0,0,0,0,0,0
2014-01-08,"19142",0,0,0,0,0,0,0,0,75,0
2014-01-08,"19143",0,0,0,0,95,0,0,78,132,81
2014-01-08,"19144",0,0,0,0,0,0,0,0,60,60
2014-01-08,"19145",192,0,0,0,0,0,0,0,0,104
2014-01-08,"19146",0,0,0,0,0,0,0,0,0,0
2014-01-08,"19147",0,0,0,0,0,0,0,0,0,173
2014-01-08,"19148",474,0,0,0,0,0,0,0,0,0
2014-01-08,"19149",0,0,0,0,0,0,0,67,0,0
2014-01-08,"19150",0,0,0,0,0,0,0,0,0,0
2014-01-08,"19151",0,0,0,0,0,0,0,0,0,64
2014-01-08,"19152",0,0,0,0,0,0,0,0,0,0
2014-01-08,"19153",0,0,0,0,0,0,0,0,0,0
2014-01-08,"19154",0,0,0,0,0,0,0,0,0,0
2014-01-08,"Unknown",0,0,113,0,0,0,112,111,111,112
2014-01-09,"19102",0,0,0,0,0,0,0,70,67,194
2014-01-09,"19103",119,0,0,0,0,0,0,0,0,0
2014-01-09,"19104",0,0,0,0,0,0,0,48,72,64
2014-01-09,"19106",0,0,0,0,0,0,0,63,139,0
2014-01-09,"19107",0,0,0,0,0,0,0,62,63,68
2014-01-09,"19109",0,0,0,0,0,0,0,0,0,0
2014-01-09,"19111",123,0,0,0,0,0,0,0,66,66
2014-01-09,"19112",0,0,0,0,0,0,0,0,0,0
2014-01-09,"19114",0,0,0,0,0,0,0,0,0,0
2014-01-09,"19115",0,0,0,0,0,0,0,0,0,0
2014-01-09,"19116",0,0,0,0,0,0,0,0,0,0
2014-01-09,"19118",0,0,0,0,0,0,0,0,0,0
2014-01-09,"19119",0,0,0,0,0,0,0,0,0,0
2014-01-09,"19120",0,0,0,0,0,0,0,0,0,0
2014-01-09,"19121",0,0,0,0,68,0,0,0,68,0
2014-01-09,"19122",0,0,0,129,0,0,0,39,0,0
2014-01-09,"19123",0,0,0,0,0,64,0,0,184,99
2014-01-09,"19124",114,0,0,0,0,0,0,0,63,419
2014-01-09,"19125",113,0,0,0,0,90,0,101,63,77
2014-01-09,"19126",0,0,0,0,0,0,0,0,0,0
2014-01-09,"19127",0,0,0,0,0,0,0,0,0,0
2014-01-09,"19128",0,0,0,0,0,0,0,0,0,0
2014-01-09,"19129",0,0,0,0,0,0,0,0,0,0
2014-01-09,"19130",99,0,0,0,0,0,0,0,0,119
2014-01-09,"19131",0,0,0,0,0,0,0,0,64,72
2014-01-09,"19132",0,0,0,0,0,0,0,0,0,105
2014-01-09,"19133",0,0,0,0,0,0,73,0,139,73
2014-01-09,"19134",0,0,0,0,0,0,0,0,0,72
2014-01-09,"19135",0,0,0,0,0,0,0,0,0,0
2014-01-09,"19136",0,0,0,0,0,0,73,0,0,0
2014-01-09,"19137",0,0,0,0,0,0,0,0,0,0
2014-01-09,"19138",0,0,0,0,0,0,0,91,74,0
2014-01-09,"19139",0,0,0,0,0,0,0,116,62,63
2014-01-09,"19140",0,0,0,0,0,0,0,0,0,0
2014-01-09,"19141",0,0,0,0,0,0,0,0,0,0
2014-01-09,"19142",0,0,0,0,0,0,0,0,74,41
2014-01-09,"19143",0,0,0,0,0,0,0,70,56,54
2014-01-09,"19144",0,0,0,0,0,0,0,0,37,1064
2014-01-09,"19145",0,0,0,0,0,0,0,0,0,0
2014-01-09,"19146",0,0,0,0,0,0,0,0,63,64
2014-01-09,"19147",281,0,0,0,0,0,0,125,0,146
2014-01-09,"19148",268,0,0,0,0,0,18,69,137,0
2014-01-09,"19149",0,0,0,0,0,0,0,0,0,0
2014-01-09,"19150",0,0,0,0,0,0,0,0,0,0
2014-01-09,"19151",0,0,0,0,0,0,0,0,102,52
2014-01-09,"19152",0,0,0,0,0,0,0,0,70,0
2014-01-09,"19153",0,0,0,0,0,0,0,0,0,0
2014-01-09,"19154",0,0,0,56,0,0,0,0,0,0
2014-01-09,"Unknown",0,0,166,0,0,182,0,63,154,152
2014-01-10,"19102",0,0,0,0,0,0,0,0,0,0
2014-01-10,"19103",0,0,0,0,0,0,0,0,0,0
2014-01-10,"19104",0,0,0,0,0,0,0,0,0,0
2014-01-10,"19106",0,0,0,0,0,0,0,0,0,0
2014-01-10,"19107",122,0,0,0,0,0,0,0,0,0
2014-01-10,"19109",0,0,0,0,0,0,0,0,0,0
2014-01-10,"19111",0,0,0,0,0,0,0,0,0,0
2014-01-10,"19112",0,0,0,0,0,0,0,0,0,0
2014-01-10,"19114",0,0,0,0,0,0,0,0,0,0
2014-01-10,"19115",0,0,0,0,0,0,0,0,0,0
2014-01-10,"19116",0,0,0,0,0,0,0,0,0,0
2014-01-10,"19118",0,0,0,0,0,0,0,0,0,0
2014-01-10,"19119",0,0,0,0,0,0,0,0,0,0
2014-01-10,"19120",0,0,0,0,0,0,0,0,0,0
2014-01-10,"19121",0,0,0,0,0,0,0,0,138,0
2014-01-10,"19122",0,0,0,0,0,0,0,0,0,0
2014-01-10,"19123",0,0,0,0,0,0,0,0,0,0
2014-01-10,"19124",151,0,0,0,0,0,0,202,0,0
2014-01-10,"19125",0,0,0,0,0,0,0,0,0,75
2014-01-10,"19126",0,0,0,0,0,0,0,0,0,0
2014-01-10,"19127",0,0,0,0,0,0,0,0,0,0
2014-01-10,"19128",0,0,0,0,0,0,0,0,0,0
2014-01-10,"19129",0,0,0,0,0,0,0,0,0,0
2014-01-10,"19130",0,0,0,0,0,0,0,0,0,0
2014-01-10,"19131",0,0,0,0,0,0,0,0,65,0
2014-01-10,"19132",0,0,0,0,0,0,0,0,0,0
2014-01-10,"19133",114,0,0,0,0,0,0,0,0,632
2014-01-10,"19134",15,0,0,0,0,0,0,0,0,0
2014-01-10,"19135",0,0,0,0,0,0,0,0,0,0
2014-01-10,"19136",0,0,0,0,0,0,0,0,0,0
2014-01-10,"19137",0,0,0,0,0,0,0,0,0,0
2014-01-10,"19138",0,0,0,0,0,0,0,0,0,0
2014-01-10,"19139",0,0,0,0,0,0,0,0,0,140
2014-01-10,"19140",0,0,0,0,0,0,0,0,0,0
2014-01-10,"19141",0,0,0,0,0,0,0,0,0,0
2014-01-10,"19142",0,0,0,0,0,0,0,0,0,0
2014-01-10,"19143",0,0,0,0,0,0,0,0,0,0
2014-01-10,"19144",0,0,0,0,0,0,0,0,0,118
2014-01-10,"19145",116,0,0,0,0,0,0,0,0,0
2014-01-10,"19146",0,0,0,0,0,0,0,0,0,0
2014-01-10,"19147",0,0,0,0,0,0,0,0,0,0
2014-01-10,"19148",0,0,0,0,0,0,0,0,0,0
2014-01-10,"19149",0,0,0,0,0,0,0,0,0,0
2014-01-10,"19150",0,0,0,0,0,0,0,0,134,0
2014-01-10,"19151",0,0,0,0,0,0,0,0,0,0
2014-01-10,"19152",0,0,0,0,0,0,0,0,0,0
2014-01-10,"19153",0,0,0,0,0,0,0,0,0,0
2014-01-10,"19154",151,0,0,0,0,0,0,0,0,0
2014-01-10,"Unknown",0,0,56,0,0,0,168,122,149,156
2014-01-11,"19102",119,0,0,0,0,0,0,0,0,73
2014-01-11,"19103",57,0,0,0,0,104,0,0,0,0
2014-01-11,"19104",0,0,0,0,0,136,0,95,71,85
2014-01-11,"19106",0,0,0,0,78,0,0,69,0,69
2014-01-11,"19107",64,0,0,0,62,79,0,67,0,66
2014-01-11,"19109",0,0,0,0,0,0,0,0,0,0
2014-01-11,"19111",141,0,0,0,0,0,0,153,0,79
2014-01-11,"19112",0,0,0,0,0,0,0,0,0,0
2014-01-11,"19114",71,0,0,0,0,0,0,0,0,0
2014-01-11,"19115",66,0,0,0,0,0,0,0,0,0
2014-01-11,"19116",61,0,0,0,0,0,0,0,0,0
2014-01-11,"19118",0,0,0,0,0,0,0,0,0,0
2014-01-11,"19119",0,0,0,0,0,0,0,0,0,0
2014-01-11,"19120",128,0,0,0,0,126,0,0,147,0
2014-01-11,"19121",0,0,0,0,70,0,0,70,136,0
2014-01-11,"19122",133,0,0,0,77,0,0,80,63,0
2014-01-11,"19123",0,0,0,0,77,60,0,0,79,83
2014-01-11,"19124",129,0,0,0,0,0,59,70,142,71
2014-01-11,"19125",0,0,0,0,0,0,0,0,0,0
2014-01-11,"19126",0,0,0,0,0,0,0,0,0,0
2014-01-11,"19127",0,0,0,0,0,0,0,142,0,122
2014-01-11,"19128",114,0,0,0,0,0,0,0,0,0
2014-01-11,"19129",0,0,0,0,0,0,0,74,0,0
2014-01-11,"19130",0,0,0,0,0,0,0,0,0,0
2014-01-11,"19131",65,0,0,0,0,0,0,0,206,78
2014-01-11,"19132",72,0,0,0,0,83,0,133,0,159
2014-01-11,"19133",0,0,0,0,0,0,0,0,0,0
2014-01-11,"19134",97,0,0,0,0,0,0,0,0,0
2014-01-11,"19135",62,0,0,0,0,0,0,126,0,0
2014-01-11,"19136",0,0,0,0,0,0,0,0,0,0
2014-01-11,"19137",112,0,0,0,0,0,0,0,0,0
2014-01-11,"19138",0,0,0,0,0,0,0,373,0,0
2014-01-11,"19139",0,0,0,0,0,0,0,0,0,0
2014-01-11,"19140",0,0,0,0,0,0,0,73,0,68
2014-01-11,"19141",0,0,0,0,127,0,0,0,0,0
2014-01-11,"19142",71,0,0,0,0,0,0,215,107,0
2014-01-11,"19143",0,0,0,0,0,0,0,0,0,74
2014-01-11,"19144",0,0,0,0,0,0,0,74,60,66
2014-01-11,"19145",61,0,0,0,78,0,0,0,0,0
2014-01-11,"19146",68,0,0,0,0,0,0,0,66,70
2014-01-11,"19147",110,0,0,0,0,0,165,82,0,0
2014-01-11,"19148",62,0,0,0,76,0,74,76,0,0
2014-01-11,"19149",133,0,0,0,0,0,0,0,79,0
2014-01-11,"19150",0,0,0,0,0,0,0,0,0,0
2014-01-11,"19151",0,0,0,0,0,0,0,69,65,74
2014-01-11,"19152",73,0,0,0,0,0,0,0,0,0
2014-01-11,"19153",0,0,0,0,0,0,0,0,0,0
2014-01-11,"19154",0,0,0,0,0,0,0,0,0,0
2014-01-11,"Unknown",63,0,144,0,191,0,121,120,180,192
2014-01-13,"19102",0,0,0,0,0,0,0,0,0,0
2014-01-13,"19103",0,0,0,0,0,0,0,0,0,0
2014-01-13,"19104",0,0,0,0,0,0,0,0,0,0
2014-01-13,"19106",0,0,0,0,0,0,0,0,0,0
2014-01-13,"19107",0,0,0,0,0,0,0,0,0,0
2014-01-13,"19109",0,0,0,0,0,0,0,0,0,0
2014-01-13,"19111",0,0,0,0,0,0,0,0,0,0
2014-01-13,"19112",0,0,0,0,0,0,0,0,0,0
2014-01-13,"19114",0,0,0,0,0,0,0,0,0,0
2014-01-13,"19115",0,0,0,0,0,0,0,0,0,0
2014-01-13,"19116",0,0,0,0,0,0,0,0,0,0
2014-01-13,"19118",0,0,0,0,0,0,0,0,0,0
2014-01-13,"19119",0,0,0,0,0,0,0,0,0,0
2014-01-13,"19120",0,0,0,0,0,0,0,0,0,0
2014-01-13,"19121",0,0,0,0,0,0,0,0,0,0
2014-01-13,"19122",0,0,0,0,0,0,0,0,0,0
2014-01-13,"19123",0,0,0,0,0,0,0,0,0,0
2014-01-13,"19124",0,0,0,0,0,0,0,0,0,0
2014-01-13,"19125",0,0,0,0,0,0,0,0,0,0
2014-01-13,"19126",0,0,0,0,0,0,0,0,0,0
2014-01-13,"19127",0,0,0,0,0,0,0,0,0,0
2014-01-13,"19128",0,0,0,0,0,0,0,0,0,0
2014-01-13,"19129",0,0,0,0,0,0,0,0,0,0
2014-01-13,"19130",0,0,0,0,0,0,0,18,0,0
2014-01-13,"19131",0,0,0,0,0,0,0,0,0,0
2014-01-13,"19132",0,0,0,0,0,0,0,0,0,0
2014-01-13,"19133",0,0,0,0,0,0,0,0,0,0
2014-01-13,"19134",0,0,0,0,0,0,0,0,0,14
2014-01-13,"19135",0,0,0,0,0,0,0,0,0,0
2014-01-13,"19136",0,0,0,0,0,0,0,0,0,0
2014-01-13,"19137",0,0,0,0,0,0,0,0,0,0
2014-01-13,"19138",0,0,0,0,0,0,0,0,0,0
2014-01-13,"19139",0,0,0,0,0,0,0,0,17,0
2014-01-13,"19140",0,0,0,0,0,0,0,0,0,0
2014-01-13,"19141",0,0,0,0,0,0,0,0,0,0
2014-01-13,"19142",0,0,0,0,0,0,0,0,0,0
2014-01-13,"19143",0,0,0,0,0,0,0,0,0,0
2014-01-13,"19144",0,0,0,0,0,0,0,0,0,0
2014-01-13,"19145",0,0,0,0,0,0,0,0,0,0
2014-01-13,"19146",0,0,0,0,0,0,0,0,0,0
2014-01-13,"19147",0,0,0,0,0,0,0,0,0,0
2014-01-13,"19148",0,0,0,0,0,0,0,0,0,0
2014-01-13,"19149",0,0,0,0,0,0,0,0,0,0
2014-01-13,"19150",0,0,0,0,0,0,0,0,0,0
2014-01-13,"19151",0,0,0,0,0,0,0,0,0,0
2014-01-13,"19152",0,0,0,0,0,0,0,0,0,0
2014-01-13,"19153",0,0,0,0,0,0,0,0,0,0
2014-01-13,"19154",0,0,0,0,0,0,0,0,0,0
2014-01-13,"Unknown",0,0,0,0,0,0,0,0,0,0
2014-01-14,"19102",0,0,0,0,0,0,0,0,0,0
2014-01-14,"19103",0,0,0,0,0,0,0,0,0,0
2014-01-14,"19104",0,0,0,0,0,0,0,0,0,0
2014-01-14,"19106",0,0,0,0,0,0,0,0,0,0
2014-01-14,"19107",30,0,0,0,0,0,0,0,0,0
2014-01-14,"19109",0,0,0,0,0,0,0,0,0,0
2014-01-14,"19111",0,0,0,0,0,0,0,0,0,0
2014-01-14,"19112",0,0,0,0,0,0,0,0,0,0
2014-01-14,"19114",0,0,0,0,0,0,0,0,0,0
2014-01-14,"19115",0,0,0,0,0,0,0,0,0,0
2014-01-14,"19116",0,0,0,0,0,0,0,0,0,0
2014-01-14,"19118",0,0,0,0,0,0,0,0,0,0
2014-01-14,"19119",0,0,0,0,0,0,0,0,0,0
2014-01-14,"19120",0,0,0,0,0,0,0,0,0,0
2014-01-14,"19121",0,0,0,0,0,0,0,0,0,0
2014-01-14,"19122",0,0,0,0,0,0,0,0,0,0
2014-01-14,"19123",0,0,0,0,0,0,0,0,0,0
2014-01-14,"19124",0,0,0,0,0,0,0,0,0,0
2014-01-14,"19125",0,0,0,0,0,0,0,0,0,0
2014-01-14,"19126",0,0,0,0,0,0,0,0,0,0
2014-01-14,"19127",0,0,0,0,0,0,0,0,0,0
2014-01-14,"19128",0,0,0,0,0,0,0,0,0,0
2014-01-14,"19129",0,0,0,0,0,0,0,0,0,0
2014-01-14,"19130",0,0,0,0,0,0,0,0,0,0
2014-01-14,"19131",0,0,0,0,0,0,0,0,0,0
2014-01-14,"19132",0,0,0,0,0,0,0,0,0,0
2014-01-14,"19133",0,0,0,0,0,0,0,0,0,0
2014-01-14,"19134",202,0,0,0,0,0,0,0,0,0
2014-01-14,"19135",0,0,0,0,0,0,0,0,0,0
2014-01-14,"19136",0,0,0,0,0,0,0,0,0,0
2014-01-14,"19137",0,0,0,0,0,0,0,0,0,0
2014-01-14,"19138",0,0,0,0,0,0,0,0,0,0
2014-01-14,"19139",0,0,0,0,0,0,0,0,0,0
2014-01-14,"19140",0,0,0,0,0,0,0,0,0,0
2014-01-14,"19141",0,0,0,0,0,0,0,0,0,0
2014-01-14,"19142",0,0,0,0,0,0,0,0,0,0
2014-01-14,"19143",0,0,0,0,0,0,0,0,0,0
2014-01-14,"19144",0,0,0,0,0,0,0,0,0,0
2014-01-14,"19145",0,0,0,0,0,0,0,0,0,0
2014-01-14,"19146",0,0,0,0,0,0,0,0,0,0
2014-01-14,"19147",0,0,0,0,0,0,0,0,0,0
2014-01-14,"19148",0,0,1079,0,0,0,0,0,0,0
2014-01-14,"19149",0,0,0,0,0,0,0,0,0,0
2014-01-14,"19150",0,0,0,0,0,0,0,0,0,0
2014-01-14,"19151",0,0,0,0,0,0,0,0,0,0
2014-01-14,"19152",0,0,0,0,0,0,0,0,0,0
2014-01-14,"19153",0,0,0,0,0,0,0,0,0,0
2014-01-14,"19154",0,0,0,0,0,0,0,0,0,0
2014-01-14,"Unknown",0,0,0,0,0,0,0,93,90,88
2014-01-15,"19102",0,0,0,0,0,0,0,0,0,0
2014-01-15,"19103",0,0,0,0,0,0,0,0,0,0
2014-01-15,"19104",0,0,0,0,0,0,0,0,13,0
2014-01-15,"19106",0,0,0,0,0,0,0,230,0,0
2014-01-15,"19107",0,0,0,0,0,0,0,266,0,0
2014-01-15,"19109",0,0,0,0,0,0,0,0,0,0
