"date_value","bail_category","Homicide","Rape","Robbery/Gun","Robbery/Other","Aggravated Assault/Gun","Aggravated Assault/Other","Burglary/Residential","Burglary/Commercial","Theft of Motor Vehicle Tag","Theft from Person","Theft from Auto","Retail Theft","Theft","Auto Theft","Drug Possession","Drug Sales","DUI","All Other Offenses"
2014-01-01,"Total",0,1,1,0,0,17,5,0,0,0,1,4,1,4,8,1,22,30
2014-01-01,"No bail",0,0,0,0,0,0,1,0,0,0,0,2,0,1,6,1,10,7
2014-01-01,"$1-$10k",0,0,0,0,0,14,3,0,0,0,1,1,1,3,2,0,6,9
2014-01-01,"$10k-$25k",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,4
2014-01-01,"$25k+",0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,9
2014-01-01,"Unknown bail",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1
2014-01-02,"Total",0,3,15,12,11,10,1,0,0,0,2,5,0,3,3,8,9,30
2014-01-02,"No bail",0,0,0,0,0,0,0,0,0,0,1,3,0,1,3,5,5,5
2014-01-02,"$1-$10k",0,0,0,0,0,6,0,0,0,0,1,1,0,1,0,1,1,16
2014-01-02,"$10k-$25k",0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,1,1,0
2014-01-02,"$25k+",0,1,13,1,7,2,1,0,0,0,0,1,0,1,0,1,2,4
2014-01-02,"Unknown bail",0,2,2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,5
2014-01-03,"Total",0,1,10,2,1,7,0,1,0,0,0,8,0,2,9,14,7,22
2014-01-03,"No bail",0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,7,5,5
2014-01-03,"$1-$10k",0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,4,2,10
2014-01-03,"$10k-$25k",0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,3,0,0
2014-01-03,"$25k+",0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-01-03,"Unknown bail",0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6
2014-01-04,"Total",0,0,22,1,9,6,1,0,0,0,4,4,1,2,12,11,8,18
2014-01-04,"No bail",0,0,0,0,0,0,0,0,0,0,0,3,0,1,7,3,4,6
2014-01-04,"$1-$10k",0,0,0,0,0,4,1,0,0,0,4,1,1,0,3,3,4,8
2014-01-04,"$10k-$25k",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1
2014-01-04,"$25k+",0,0,22,0,5,0,0,0,0,0,0,0,0,1,1,3,0,2
2014-01-04,"Unknown bail",0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,1
2014-01-05,"Total",0,0,1,2,1,5,0,0,0,0,1,3,0,0,5,1,6,17
2014-01-05,"No bail",0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,6,1
2014-01-05,"$1-$10k",0,0,0,0,0,3,0,0,0,0,1,0,0,0,2,0,0,6
2014-01-05,"$10k-$25k",0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,4
2014-01-05,"$25k+",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4
2014-01-05,"Unknown bail",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2
2014-01-06,"Total",1,0,0,7,7,9,1,1,0,0,0,3,3,5,7,6,7,25
2014-01-06,"No bail",0,0,0,0,0,0,0,0,0,0,0,2,3,1,5,3,6,5
2014-01-06,"$1-$10k",0,0,0,2,0,7,0,1,0,0,0,1,0,4,2,2,1,12
2014-01-06,"$10k-$25k",0,0,0,4,0,2,1,0,0,0,0,0,0,0,0,1,0,2
2014-01-06,"$25k+",0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2
2014-01-06,"Unknown bail",1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4
2014-01-07,"Total",1,1,0,7,2,4,5,0,0,0,0,8,3,2,7,15,8,29
2014-01-07,"No bail",0,0,0,0,0,0,4,0,0,0,0,8,0,1,4,3,5,6
2014-01-07,"$1-$10k",0,0,0,4,0,2,1,0,0,0,0,0,2,1,3,5,3,10
2014-01-07,"$10k-$25k",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,0,1
2014-01-07,"$25k+",0,0,0,3,1,1,0,0,0,0,0,0,1,0,0,1,0,8
2014-01-07,"Unknown bail",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2014-01-08,"Total",0,1,5,3,2,4,5,1,0,0,0,7,5,7,14,17,5,31
2014-01-08,"No bail",0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,8,3,8
2014-01-08,"$1-$10k",0,0,0,2,0,2,4,0,0,0,0,3,3,7,2,6,0,17
2014-01-08,"$10k-$25k",0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,3,1,1
2014-01-08,"$25k+",0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2014-01-08,"Unknown bail",0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4
2014-01-09,"Total",1,0,10,10,2,11,2,1,0,0,0,7,2,5,20,16,5,34
2014-01-09,"No bail",0,0,0,0,0,0,0,0,0,0,0,5,1,1,19,5,3,10
2014-01-09,"$1-$10k",0,0,0,4,0,7,2,1,0,0,0,2,0,3,1,8,2,15
2014-01-09,"$10k-$25k",0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3
2014-01-09,"$25k+",0,0,9,4,2,0,0,0,0,0,0,0,1,1,0,1,0,3
2014-01-09,"Unknown bail",1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
2014-01-10,"Total",0,0,1,3,1,11,4,0,0,0,0,8,2,4,14,18,9,41
2014-01-10,"No bail",0,0,1,0,0,1,1,0,0,0,0,3,2,1,11,2,3,11
2014-01-10,"$1-$10k",0,0,0,1,0,5,3,0,0,0,0,5,0,3,3,10,4,18
2014-01-10,"$10k-$25k",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
2014-01-10,"$25k+",0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,4,0,4
2014-01-10,"Unknown bail",0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,7
2014-01-11,"Total",0,1,27,5,3,8,1,0,0,0,0,9,1,3,26,25,19,32
2014-01-11,"No bail",0,0,0,1,0,0,1,0,0,0,0,8,0,1,22,8,12,14
2014-01-11,"$1-$10k",0,0,0,0,0,3,0,0,0,0,0,1,0,1,3,14,4,10
2014-01-11,"$10k-$25k",0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1
2014-01-11,"$25k+",0,0,4,0,1,1,0,0,0,0,0,0,1,1,0,1,1,2
2014-01-11,"Unknown bail",0,1,23,4,0,3,0,0,0,0,0,0,0,0,1,2,2,5
2014-01-12,"Total",0,0,3,2,4,4,1,0,0,0,1,4,1,1,14,6,16,32
2014-01-12,"No bail",0,0,0,0,0,0,0,0,0,0,0,1,1,1,12,5,9,9
2014-01-12,"$1-$10k",0,0,1,0,0,2,0,0,0,0,0,3,0,0,2,1,6,11
2014-01-12,"$10k-$25k",0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,6
2014-01-12,"$25k+",0,0,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,5
2014-01-12,"Unknown bail",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2014-01-13,"Total",0,1,7,2,0,14,6,1,0,0,18,4,4,2,14,1,7,37
2014-01-13,"No bail",0,0,0,1,0,0,1,0,0,0,1,2,2,0,12,0,2,6
2014-01-13,"$1-$10k",0,0,0,1,0,7,3,1,0,0,17,1,2,2,2,0,4,23
2014-01-13,"$10k-$25k",0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,1,3
2014-01-13,"$25k+",0,0,7,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2
2014-01-13,"Unknown bail",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
2014-01-14,"Total",0,2,4,4,1,13,5,4,0,0,3,8,2,2,13,12,4,37
2014-01-14,"No bail",0,0,0,0,0,0,0,0,0,0,3,7,2,2,13,2,2,11
2014-01-14,"$1-$10k",0,0,0,2,0,8,4,3,0,0,0,1,0,0,0,8,2,16
2014-01-14,"$10k-$25k",0,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,1
2014-01-14,"$25k+",0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,2,0,5
2014-01-14,"Unknown bail",0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,4
2014-01-15,"Total",0,0,31,1,1,6,5,0,0,0,7,3,3,3,29,22,7,46
2014-01-15,"No bail",0,0,0,0,0,1,0,0,0,0,0,1,0,0,24,6,3,13
2014-01-15,"$1-$10k",0,0,0,0,0,4,4,0,0,0,0,1,1,3,2,14,4,18
2014-01-15,"$10k-$25k",0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,2,0,4
2014-01-15,"$25k+",0,0,27,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2
2014-01-15,"Unknown bail",0,0,4,0,0,0,0,0,0,0,6,0,2,0,2,0,0,9
2014-01-16,"Total",2,0,4,5,3,15,4,0,0,0,0,5,10,5,38,46,11,30
2014-01-16,"No bail",0,0,0,0,0,1,2,0,0,0,0,5,2,2,31,9,8,9
2014-01-16,"$1-$10k",0,0,0,0,0,10,2,0,0,0,0,0,1,3,3,25,3,8
2014-01-16,"$10k-$25k",0,0,2,2,1,0,0,0,0,0,0,0,1,0,1,6,0,2
2014-01-16,"$25k+",0,0,2,2,2,3,0,0,0,0,0,0,6,0,1,5,0,7
2014-01-16,"Unknown bail",2,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,4
2014-01-17,"Total",2,1,11,0,2,2,2,0,0,0,0,9,3,2,28,28,20,28
2014-01-17,"No bail",0,0,0,0,0,0,2,0,0,0,0,8,3,1,26,12,16,3
2014-01-17,"$1-$10k",0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,14,4,5
2014-01-17,"$10k-$25k",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1
2014-01-17,"$25k+",0,1,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8
2014-01-17,"Unknown bail",2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2014-01-18,"Total",0,0,0,6,5,14,6,0,0,0,6,7,1,0,34,43,33,32
2014-01-18,"No bail",0,0,0,0,0,0,0,0,0,0,3,5,1,0,30,6,18,10
2014-01-18,"$1-$10k",0,0,0,3,0,12,6,0,0,0,3,1,0,0,3,25,12,7
2014-01-18,"$10k-$25k",0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,7,0,5
2014-01-18,"$25k+",0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,4,2,6
2014-01-18,"Unknown bail",0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,1,1,4
2014-01-19,"Total",3,2,11,8,0,3,0,0,0,0,1,10,2,0,17,21,20,19
2014-01-19,"No bail",0,0,0,3,0,0,0,0,0,0,0,7,1,0,14,8,13,9
2014-01-19,"$1-$10k",0,0,0,3,0,2,0,0,0,0,1,3,1,0,3,7,7,5
2014-01-19,"$10k-$25k",0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1
2014-01-19,"$25k+",0,0,9,1,0,1,0,0,0,0,0,0,0,0,0,2,0,3
2014-01-19,"Unknown bail",3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-01-20,"Total",0,1,7,1,2,12,2,0,0,0,3,6,6,3,5,3,6,23
2014-01-20,"No bail",0,0,0,0,0,0,0,0,0,0,0,5,5,1,5,2,3,6
2014-01-20,"$1-$10k",0,0,0,0,0,6,1,0,0,0,3,1,1,2,0,0,2,10
2014-01-20,"$10k-$25k",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014-01-20,"$25k+",0,1,5,0,2,1,1,0,0,0,0,0,0,0,0,1,0,4
2014-01-20,"Unknown bail",0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3
2014-01-21,"Total",0,1,8,4,1,7,1,0,1,0,3,9,3,0,15,7,9,17
2014-01-21,"No bail",0,0,0,1,0,1,0,0,0,0,0,4,3,0,12,1,5,3
2014-01-21,"$1-$10k",0,0,1,2,0,2,1,0,1,0,3,5,0,0,2,4,3,4
2014-01-21,"$10k-$25k",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3
2014-01-21,"$25k+",0,0,4,0,1,3,0,0,0,0,0,0,0,0,0,1,0,6
2014-01-21,"Unknown bail",0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
2014-01-22,"Total",1,0,0,1,2,4,0,1,0,0,0,2,0,0,7,17,0,12
2014-01-22,"No bail",0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,8,0,2
2014-01-22,"$1-$10k",0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,8,0,7
2014-01-22,"$10k-$25k",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-22,"$25k+",0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2
2014-01-22,"Unknown bail",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-01-23,"Total",0,1,5,3,1,4,5,0,0,0,1,4,2,2,12,20,2,32
2014-01-23,"No bail",0,0,0,1,0,0,0,0,0,0,0,2,1,0,11,4,2,11
2014-01-23,"$1-$10k",0,0,0,1,0,4,2,0,0,0,1,1,0,2,1,11,0,13
2014-01-23,"$10k-$25k",0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,3,0,1
2014-01-23,"$25k+",0,1,5,1,0,0,0,0,0,0,0,0,1,0,0,2,0,3
2014-01-23,"Unknown bail",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4
2014-01-24,"Total",0,1,4,2,1,5,4,1,0,0,1,4,1,0,15,16,8,34
2014-01-24,"No bail",0,0,0,0,0,0,0,0,0,0,1,1,0,0,11,4,5,4
2014-01-24,"$1-$10k",0,0,0,0,0,5,3,1,0,0,0,3,0,0,3,2,2,22
2014-01-24,"$10k-$25k",0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,6,1,2
2014-01-24,"$25k+",0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,4,0,1
2014-01-24,"Unknown bail",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
2014-01-25,"Total",1,0,2,6,1,10,17,0,0,0,0,8,1,1,15,26,10,22
2014-01-25,"No bail",0,0,0,2,0,0,1,0,0,0,0,5,0,1,14,7,8,4
2014-01-25,"$1-$10k",0,0,0,2,0,3,12,0,0,0,0,3,1,0,1,9,2,11
2014-01-25,"$10k-$25k",0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,5,0,3
2014-01-25,"$25k+",0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,5,0,1
2014-01-25,"Unknown bail",1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3
2014-01-26,"Total",0,1,6,9,0,9,1,0,0,0,1,5,1,3,11,9,10,14
2014-01-26,"No bail",0,0,0,0,0,0,0,0,0,0,0,2,1,0,11,5,8,3
2014-01-26,"$1-$10k",0,0,0,3,0,8,1,0,0,0,1,3,0,2,0,3,2,8
2014-01-26,"$10k-$25k",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-01-26,"$25k+",0,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
2014-01-26,"Unknown bail",0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2014-01-27,"Total",0,0,0,3,1,2,0,0,0,0,1,3,2,3,10,3,12,52
2014-01-27,"No bail",0,0,0,0,0,0,0,0,0,0,1,2,1,2,7,0,11,7
2014-01-27,"$1-$10k",0,0,0,2,0,1,0,0,0,0,0,1,1,1,1,0,1,32
2014-01-27,"$10k-$25k",0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,0,2
2014-01-27,"$25k+",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6
2014-01-27,"Unknown bail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2014-01-28,"Total",1,1,2,6,1,11,4,0,0,0,1,2,4,1,13,12,7,26
2014-01-28,"No bail",0,0,0,0,0,1,0,0,0,0,1,0,1,0,10,2,4,8
2014-01-28,"$1-$10k",0,0,0,3,0,6,3,0,0,0,0,2,1,0,1,7,3,6
2014-01-28,"$10k-$25k",0,0,0,1,0,3,1,0,0,0,0,0,1,0,1,3,0,1
2014-01-28,"$25k+",0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,6
2014-01-28,"Unknown bail",1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,5
2014-01-29,"Total",0,0,6,2,3,6,4,4,0,0,2,7,14,5,28,18,5,29
2014-01-29,"No bail",0,0,0,0,0,0,0,0,0,0,0,2,1,0,27,4,1,9
2014-01-29,"$1-$10k",0,0,0,2,0,3,4,1,0,0,2,5,12,4,0,9,3,12
2014-01-29,"$10k-$25k",0,0,0,0,0,1,0,3,0,0,0,0,1,0,1,2,1,4
2014-01-29,"$25k+",0,0,5,0,3,1,0,0,0,0,0,0,0,1,0,1,0,2
2014-01-29,"Unknown bail",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2
2014-01-30,"Total",0,2,9,5,1,4,7,1,0,0,36,4,2,1,17,21,11,26
2014-01-30,"No bail",0,0,0,0,0,0,0,0,0,0,0,4,0,0,14,6,7,6
2014-01-30,"$1-$10k",0,0,0,3,0,1,2,1,0,0,36,0,2,1,3,8,3,3
2014-01-30,"$10k-$25k",0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,2,1,4
2014-01-30,"$25k+",0,0,6,1,1,2,2,0,0,0,0,0,0,0,0,5,0,7
2014-01-30,"Unknown bail",0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2014-01-31,"Total",0,1,7,4,7,5,1,2,0,0,0,1,2,2,18,26,12,26
2014-01-31,"No bail",0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,6,6,4
2014-01-31,"$1-$10k",0,0,0,0,1,1,0,0,0,0,0,1,1,2,6,12,6,12
2014-01-31,"$10k-$25k",0,0,0,2,0,2,1,2,0,0,0,0,0,0,0,6,0,4
2014-01-31,"$25k+",0,1,4,2,2,1,0,0,0,0,0,0,0,0,0,2,0,3
2014-01-31,"Unknown bail",0,0,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,3
2014-02-01,"Total",0,1,0,3,7,10,3,0,0,0,1,5,2,2,20,25,18,31
2014-02-01,"No bail",0,0,0,1,0,0,2,0,0,0,1,3,1,1,19,7,11,9
2014-02-01,"$1-$10k",0,0,0,2,0,8,1,0,0,0,0,2,0,1,1,16,6,14
2014-02-01,"$10k-$25k",0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,1,0
2014-02-01,"$25k+",0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,5
2014-02-01,"Unknown bail",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3
2014-02-02,"Total",0,1,0,3,0,2,0,0,0,0,0,8,2,1,18,15,23,17
2014-02-02,"No bail",0,0,0,0,0,0,0,0,0,0,0,6,1,1,14,4,19,4
2014-02-02,"$1-$10k",0,0,0,3,0,2,0,0,0,0,0,2,0,0,3,5,2,7
2014-02-02,"$10k-$25k",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0
2014-02-02,"$25k+",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
2014-02-02,"Unknown bail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
2014-02-03,"Total",0,1,0,4,2,2,4,0,0,0,4,0,1,1,0,2,15,13
2014-02-03,"No bail",0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,9,3
2014-02-03,"$1-$10k",0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,1,6,6
2014-02-03,"$10k-$25k",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2014-02-03,"$25k+",0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-03,"Unknown bail",0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,3
2014-02-04,"Total",0,2,6,1,2,4,0,0,0,0,0,8,5,3,12,11,5,24
2014-02-04,"No bail",0,0,1,0,0,0,0,0,0,0,0,6,4,1,11,3,4,7
2014-02-04,"$1-$10k",0,0,0,1,1,4,0,0,0,0,0,2,0,2,1,4,1,11
2014-02-04,"$10k-$25k",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
2014-02-04,"$25k+",0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1
2014-02-04,"Unknown bail",0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
2014-02-05,"Total",1,2,3,1,1,6,5,0,0,0,4,10,0,3,23,26,8,28
2014-02-05,"No bail",0,0,0,0,0,1,1,0,0,0,1,3,0,1,21,12,6,7
2014-02-05,"$1-$10k",0,0,0,0,0,2,3,0,0,0,3,6,0,2,2,9,2,9
2014-02-05,"$10k-$25k",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2
2014-02-05,"$25k+",0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,5
2014-02-05,"Unknown bail",1,2,0,1,0,3,0,0,0,0,0,1,0,0,0,1,0,5
2014-02-06,"Total",1,1,4,5,4,7,6,1,0,0,3,5,0,2,27,31,6,22
2014-02-06,"No bail",0,0,0,0,0,0,0,0,0,0,0,4,0,2,20,12,5,5
2014-02-06,"$1-$10k",0,0,0,0,0,1,4,1,0,0,3,1,0,0,3,7,1,11
2014-02-06,"$10k-$25k",0,0,0,1,0,4,0,0,0,0,0,0,0,0,2,8,0,0
2014-02-06,"$25k+",0,1,4,4,3,0,2,0,0,0,0,0,0,0,1,3,0,4
2014-02-06,"Unknown bail",1,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0,2
2014-02-07,"Total",0,1,0,5,3,8,3,4,0,0,2,3,26,2,26,33,13,40
2014-02-07,"No bail",0,0,0,0,0,0,1,0,0,0,1,2,2,0,23,8,6,16
2014-02-07,"$1-$10k",0,0,0,0,0,6,0,4,0,0,1,1,24,2,2,15,7,11
2014-02-07,"$10k-$25k",0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,9,0,2
2014-02-07,"$25k+",0,1,0,1,3,1,1,0,0,0,0,0,0,0,1,1,0,6
2014-02-07,"Unknown bail",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2014-02-08,"Total",0,0,3,7,0,7,1,5,0,0,0,18,1,2,22,24,15,32
2014-02-08,"No bail",0,0,0,1,0,0,0,0,0,0,0,4,0,0,18,8,11,9
2014-02-08,"$1-$10k",0,0,0,3,0,5,1,5,0,0,0,6,1,2,3,9,3,13
2014-02-08,"$10k-$25k",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1,2
2014-02-08,"$25k+",0,0,3,2,0,0,0,0,0,0,0,8,0,0,1,3,0,7
2014-02-08,"Unknown bail",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2014-02-09,"Total",0,2,24,2,3,7,1,0,0,0,0,12,2,1,32,18,18,26
2014-02-09,"No bail",0,0,0,1,0,0,0,0,0,0,0,8,0,0,28,3,8,3
2014-02-09,"$1-$10k",0,0,0,0,0,5,1,0,0,0,0,4,1,1,4,10,7,10
2014-02-09,"$10k-$25k",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0
2014-02-09,"$25k+",0,1,3,0,1,2,0,0,0,0,0,0,0,0,0,3,0,8
2014-02-09,"Unknown bail",0,1,21,1,2,0,0,0,0,0,0,0,0,0,0,0,1,5
2014-02-10,"Total",1,0,0,4,10,3,2,0,0,0,0,4,1,0,2,3,9,22
2014-02-10,"No bail",0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,2,4
2014-02-10,"$1-$10k",0,0,0,0,1,3,1,0,0,0,0,1,1,0,0,2,5,12
2014-02-10,"$10k-$25k",0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,2,1
2014-02-10,"$25k+",0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,3
2014-02-10,"Unknown bail",1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2
2014-02-11,"Total",0,0,1,1,6,9,2,1,0,0,3,7,3,1,20,15,6,28
2014-02-11,"No bail",0,0,0,0,0,0,0,0,0,0,1,3,2,1,15,6,3,4
2014-02-11,"$1-$10k",0,0,0,1,0,5,0,1,0,0,2,4,1,0,3,5,3,12
2014-02-11,"$10k-$25k",0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,2,0,3
2014-02-11,"$25k+",0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,2,0,6
2014-02-11,"Unknown bail",0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,3
2014-02-12,"Total",2,1,6,2,0,2,2,0,0,0,3,8,0,1,30,11,5,26
2014-02-12,"No bail",0,0,1,0,0,0,0,0,0,0,0,4,0,0,25,2,3,3
2014-02-12,"$1-$10k",0,0,0,0,0,0,1,0,0,0,3,4,0,1,4,6,1,7
2014-02-12,"$10k-$25k",0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,1,3
2014-02-12,"$25k+",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7
2014-02-12,"Unknown bail",2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6
2014-02-13,"Total",0,0,7,2,5,4,1,0,0,0,0,4,0,0,14,32,11,29
2014-02-13,"No bail",0,0,0,0,0,0,0,0,0,0,0,3,0,0,14,8,7,6
2014-02-13,"$1-$10k",0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,19,3,9
2014-02-13,"$10k-$25k",0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,5,1,6
2014-02-13,"$25k+",0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4
2014-02-13,"Unknown bail",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2014-02-14,"Total",0,0,0,0,3,4,5,1,0,0,0,5,2,1,9,9,5,7
2014-02-14,"No bail",0,0,0,0,0,0,0,0,0,0,0,3,1,0,9,2,1,2
2014-02-14,"$1-$10k",0,0,0,0,0,3,1,1,0,0,0,2,0,1,0,4,4,5
2014-02-14,"$10k-$25k",0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0
2014-02-14,"$25k+",0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,2,0,0
2014-02-14,"Unknown bail",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-15,"Total",0,0,3,3,7,9,0,0,0,0,0,9,1,3,20,25,15,23
2014-02-15,"No bail",0,0,0,0,0,0,0,0,0,0,0,5,1,1,19,7,12,7
2014-02-15,"$1-$10k",0,0,0,1,0,4,0,0,0,0,0,4,0,1,1,12,2,5
2014-02-15,"$10k-$25k",0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,5,1,3
2014-02-15,"$25k+",0,0,3,2,4,1,0,0,0,0,0,0,0,1,0,0,0,6
2014-02-15,"Unknown bail",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
2014-02-16,"Total",0,1,2,13,2,8,2,0,0,0,3,7,0,0,12,11,18,23
2014-02-16,"No bail",0,0,0,0,0,0,0,0,0,0,2,6,0,0,12,2,12,8
