"date_value","bail_category","Homicide","Rape","Robbery/Gun","Robbery/Other","Aggravated Assault/Gun","Aggravated Assault/Other","Burglary/Residential","Burglary/Commercial","Theft of Motor Vehicle Tag","Theft from Person","Theft from Auto","Retail Theft","Theft","Auto Theft","Drug Possession","Drug Sales","DUI","All Other Offenses"
2014-11-05,"No bail",0,0,0,0,0,0,0,0,0,0,0,4,0,3,12,3,9,20
2014-11-05,"$1-$10k",0,0,0,1,0,4,2,4,0,0,0,3,3,2,1,6,1,8
2014-11-05,"$10k-$25k",0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3
2014-11-05,"$25k+",0,0,16,2,0,5,0,0,0,0,0,0,0,0,0,2,2,3
2014-11-05,"Unknown bail",1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,3
2014-11-06,"Total",4,1,4,6,1,10,5,3,0,0,2,10,7,3,30,30,9,42
2014-11-06,"No bail",0,0,0,0,0,0,0,0,0,0,1,5,2,3,28,6,5,13
2014-11-06,"$1-$10k",0,0,0,3,0,5,3,1,0,0,1,5,1,0,2,14,3,14
2014-11-06,"$10k-$25k",0,0,0,1,1,2,2,2,0,0,0,0,4,0,0,5,1,2
2014-11-06,"$25k+",0,1,2,2,0,2,0,0,0,0,0,0,0,0,0,3,0,8
2014-11-06,"Unknown bail",4,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,5
2014-11-07,"Total",1,1,3,7,5,9,6,0,0,0,0,7,1,2,18,16,14,30
2014-11-07,"No bail",0,0,0,1,0,0,0,0,0,0,0,5,1,1,18,1,8,13
2014-11-07,"$1-$10k",0,0,0,0,0,3,6,0,0,0,0,2,0,1,0,9,6,11
2014-11-07,"$10k-$25k",0,0,1,3,0,3,0,0,0,0,0,0,0,0,0,3,0,2
2014-11-07,"$25k+",0,0,2,3,3,2,0,0,0,0,0,0,0,0,0,3,0,3
2014-11-07,"Unknown bail",1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1
2014-11-08,"Total",3,0,4,6,0,6,1,0,0,0,1,9,1,1,39,21,20,51
2014-11-08,"No bail",0,0,0,0,0,1,0,0,0,0,1,8,1,1,36,4,9,14
2014-11-08,"$1-$10k",0,0,0,1,0,4,1,0,0,0,0,1,0,0,3,10,11,24
2014-11-08,"$10k-$25k",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1
2014-11-08,"$25k+",2,0,3,4,0,0,0,0,0,0,0,0,0,0,0,4,0,3
2014-11-08,"Unknown bail",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
2014-11-09,"Total",0,0,1,3,4,10,3,0,0,0,2,12,2,5,17,11,16,26
2014-11-09,"No bail",0,0,0,0,0,0,0,0,0,0,0,9,2,2,13,1,10,8
2014-11-09,"$1-$10k",0,0,0,1,0,2,2,0,0,0,1,3,0,2,4,8,5,13
2014-11-09,"$10k-$25k",0,0,0,2,1,3,1,0,0,0,0,0,0,0,0,1,0,1
2014-11-09,"$25k+",0,0,1,0,3,4,0,0,0,0,1,0,0,0,0,1,1,0
2014-11-09,"Unknown bail",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4
2014-11-10,"Total",0,1,6,3,0,7,0,1,0,0,3,10,5,4,8,1,13,18
2014-11-10,"No bail",0,0,0,0,0,0,0,0,0,0,1,9,2,4,8,0,8,4
2014-11-10,"$1-$10k",0,0,0,0,0,2,0,1,0,0,1,1,1,0,0,0,5,9
2014-11-10,"$10k-$25k",0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1
2014-11-10,"$25k+",0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2014-11-10,"Unknown bail",0,1,1,3,0,2,0,0,0,0,1,0,1,0,0,0,0,1
2014-11-11,"Total",0,2,9,1,0,3,1,0,0,0,1,7,9,2,20,14,11,33
2014-11-11,"No bail",0,0,0,0,0,0,0,0,0,0,1,5,3,0,18,0,6,11
2014-11-11,"$1-$10k",0,0,1,0,0,1,1,0,0,0,0,2,6,2,2,5,4,17
2014-11-11,"$10k-$25k",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0
2014-11-11,"$25k+",0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
2014-11-11,"Unknown bail",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4
2014-11-12,"Total",0,2,4,3,8,14,4,0,0,0,3,8,3,2,20,22,8,36
2014-11-12,"No bail",0,0,0,0,0,0,0,0,0,0,2,2,3,1,19,3,5,12
2014-11-12,"$1-$10k",0,0,0,2,0,3,3,0,0,0,1,5,0,1,1,18,2,14
2014-11-12,"$10k-$25k",0,0,0,1,3,2,1,0,0,0,0,1,0,0,0,1,1,2
2014-11-12,"$25k+",0,1,3,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1
2014-11-12,"Unknown bail",0,1,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,7
2014-11-13,"Total",0,2,0,12,3,11,5,1,0,0,0,9,1,3,24,26,7,39
2014-11-13,"No bail",0,0,0,0,0,0,1,0,0,0,0,5,0,1,21,4,4,12
2014-11-13,"$1-$10k",0,0,0,1,0,5,1,1,0,0,0,3,0,1,2,12,3,15
2014-11-13,"$10k-$25k",0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,7,0,0
2014-11-13,"$25k+",0,1,0,10,3,2,3,0,0,0,0,0,0,0,0,3,0,3
2014-11-13,"Unknown bail",0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,9
2014-11-14,"Total",2,1,5,1,1,6,1,0,0,1,0,8,2,1,21,38,11,37
2014-11-14,"No bail",0,0,0,0,0,1,0,0,0,0,0,3,0,0,20,22,10,10
2014-11-14,"$1-$10k",0,0,0,0,0,2,1,0,0,0,0,4,2,1,1,4,1,9
2014-11-14,"$10k-$25k",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,4
2014-11-14,"$25k+",1,0,5,1,1,1,0,0,0,0,0,0,0,0,0,8,0,11
2014-11-14,"Unknown bail",1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,3
2014-11-15,"Total",0,2,0,0,3,4,2,2,0,0,1,14,0,0,24,21,19,32
2014-11-15,"No bail",0,0,0,0,0,1,0,0,0,0,0,12,0,0,22,4,11,18
2014-11-15,"$1-$10k",0,0,0,0,0,1,2,2,0,0,1,2,0,0,2,9,7,7
2014-11-15,"$10k-$25k",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
2014-11-15,"$25k+",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1
2014-11-15,"Unknown bail",0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,6
2014-11-16,"Total",0,0,0,4,0,8,3,0,0,0,2,4,0,2,8,18,22,23
2014-11-16,"No bail",0,0,0,0,0,0,1,0,0,0,0,2,0,1,7,3,12,6
2014-11-16,"$1-$10k",0,0,0,1,0,7,1,0,0,0,2,2,0,0,1,9,10,9
2014-11-16,"$10k-$25k",0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,1,0,2
2014-11-16,"$25k+",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,3
2014-11-16,"Unknown bail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2014-11-17,"Total",1,0,3,0,1,6,2,0,0,0,0,7,1,0,2,3,8,21
2014-11-17,"No bail",0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,6,4
2014-11-17,"$1-$10k",0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,2,1,12
2014-11-17,"$10k-$25k",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3
2014-11-17,"$25k+",0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1
2014-11-17,"Unknown bail",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2014-11-18,"Total",0,4,3,1,1,4,3,0,0,0,0,4,6,0,8,6,7,27
2014-11-18,"No bail",0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,1,2,9
2014-11-18,"$1-$10k",0,0,0,1,0,3,2,0,0,0,0,0,1,0,2,5,2,13
2014-11-18,"$10k-$25k",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2014-11-18,"$25k+",0,1,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2
2014-11-18,"Unknown bail",0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,1
2014-11-19,"Total",1,2,2,2,4,8,3,0,0,0,0,6,0,4,14,14,6,45
2014-11-19,"No bail",0,0,0,0,0,1,0,0,0,0,0,5,0,2,13,7,5,10
2014-11-19,"$1-$10k",0,0,0,0,1,3,3,0,0,0,0,1,0,2,1,6,1,13
2014-11-19,"$10k-$25k",0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1
2014-11-19,"$25k+",0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,1,0,1
2014-11-19,"Unknown bail",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
2014-11-20,"Total",2,1,3,1,1,14,1,0,0,0,0,1,0,5,12,24,7,29
2014-11-20,"No bail",0,0,0,0,0,1,1,0,0,0,0,1,0,0,11,3,5,5
2014-11-20,"$1-$10k",0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,10,1,15
2014-11-20,"$10k-$25k",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,2
2014-11-20,"$25k+",0,1,3,1,1,2,0,0,0,0,0,0,0,0,0,6,0,4
2014-11-20,"Unknown bail",2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3
2014-11-21,"Total",1,1,3,6,3,12,4,0,0,0,4,5,1,131,7,11,9,27
2014-11-21,"No bail",0,0,0,0,0,0,1,0,0,0,3,4,1,0,7,2,6,10
2014-11-21,"$1-$10k",0,0,0,0,0,3,3,0,0,0,0,1,0,131,0,7,3,8
2014-11-21,"$10k-$25k",0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0
2014-11-21,"$25k+",0,0,2,3,3,2,0,0,0,0,1,0,0,0,0,1,0,5
2014-11-21,"Unknown bail",1,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4
2014-11-22,"Total",1,1,6,3,4,7,2,0,0,0,4,11,1,1,14,14,22,23
2014-11-22,"No bail",0,0,0,0,0,1,0,0,0,0,1,5,1,0,13,2,15,3
2014-11-22,"$1-$10k",0,0,0,3,0,5,2,0,0,0,0,6,0,0,1,5,5,7
2014-11-22,"$10k-$25k",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,4
2014-11-22,"$25k+",0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,6,1,6
2014-11-22,"Unknown bail",1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
2014-11-23,"Total",0,2,2,12,2,9,4,0,0,0,3,4,0,4,5,6,20,36
2014-11-23,"No bail",0,0,0,1,0,0,0,0,0,0,2,3,0,3,3,4,4,12
2014-11-23,"$1-$10k",0,0,0,2,0,4,2,0,0,0,1,1,0,1,0,2,12,14
2014-11-23,"$10k-$25k",0,0,0,6,0,3,1,0,0,0,0,0,0,0,2,0,1,1
2014-11-23,"$25k+",0,2,0,3,2,2,1,0,0,0,0,0,0,0,0,0,0,7
2014-11-23,"Unknown bail",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
2014-11-24,"Total",0,1,4,3,8,6,4,0,0,0,2,9,1,1,4,1,11,27
2014-11-24,"No bail",0,0,0,0,0,0,0,0,0,0,2,4,0,1,4,1,6,7
2014-11-24,"$1-$10k",0,0,0,2,0,4,2,0,0,0,0,5,1,0,0,0,4,10
2014-11-24,"$10k-$25k",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
2014-11-24,"$25k+",0,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4
2014-11-24,"Unknown bail",0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,1,4
2014-11-25,"Total",0,0,0,1,2,7,4,0,0,0,2,8,5,26,5,6,1,28
2014-11-25,"No bail",0,0,0,0,0,1,0,0,0,0,0,5,0,0,4,0,1,11
2014-11-25,"$1-$10k",0,0,0,0,0,2,3,0,0,0,2,3,3,25,1,5,0,7
2014-11-25,"$10k-$25k",0,0,0,1,0,3,0,0,0,0,0,0,1,1,0,0,0,2
2014-11-25,"$25k+",0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,2
2014-11-25,"Unknown bail",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6
2014-11-26,"Total",3,0,8,5,4,2,3,0,0,0,0,7,0,6,15,18,3,38
2014-11-26,"No bail",0,0,0,1,0,1,0,0,0,0,0,7,0,2,12,2,3,6
2014-11-26,"$1-$10k",0,0,0,0,0,1,2,0,0,0,0,0,0,4,1,4,0,20
2014-11-26,"$10k-$25k",0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1
2014-11-26,"$25k+",0,0,4,3,4,0,0,0,0,0,0,0,0,0,0,11,0,4
2014-11-26,"Unknown bail",3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2014-11-27,"Total",0,0,0,2,0,6,3,0,0,1,1,3,0,0,6,8,13,16
2014-11-27,"No bail",0,0,0,0,0,0,1,0,0,0,0,3,0,0,5,4,6,4
2014-11-27,"$1-$10k",0,0,0,0,0,3,2,0,0,1,1,0,0,0,1,1,4,6
2014-11-27,"$10k-$25k",0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0
2014-11-27,"$25k+",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5
2014-11-27,"Unknown bail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2014-11-28,"Total",0,0,1,0,2,5,1,0,0,0,1,8,0,0,8,11,7,17
2014-11-28,"No bail",0,0,0,0,0,0,0,0,0,0,1,7,0,0,7,6,4,2
2014-11-28,"$1-$10k",0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,3,2,7
2014-11-28,"$10k-$25k",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2
2014-11-28,"$25k+",0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,3
2014-11-28,"Unknown bail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2014-11-29,"Total",3,0,0,3,1,4,4,0,0,0,1,9,2,1,18,12,14,17
2014-11-29,"No bail",0,0,0,0,0,1,1,0,0,0,0,5,0,0,16,6,9,9
2014-11-29,"$1-$10k",0,0,0,2,0,0,3,0,0,0,0,4,0,1,1,3,1,4
2014-11-29,"$10k-$25k",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1
2014-11-29,"$25k+",0,0,0,1,1,1,0,0,0,0,1,0,2,0,0,1,4,2
2014-11-29,"Unknown bail",3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2014-11-30,"Total",1,1,5,2,1,8,8,1,0,0,0,6,3,1,15,17,15,35
2014-11-30,"No bail",0,0,0,0,0,1,1,1,0,0,0,4,3,0,11,3,12,16
2014-11-30,"$1-$10k",0,0,0,0,0,0,6,0,0,0,0,2,0,1,4,4,2,9
2014-11-30,"$10k-$25k",0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,7,0,1
2014-11-30,"$25k+",0,0,4,1,1,3,1,0,0,0,0,0,0,0,0,3,1,7
2014-11-30,"Unknown bail",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2014-12-01,"Total",0,1,0,4,1,3,2,1,0,0,8,15,1,4,4,2,7,27
2014-12-01,"No bail",0,0,0,0,0,0,1,0,0,0,4,15,1,1,3,1,5,7
2014-12-01,"$1-$10k",0,0,0,2,0,2,1,0,0,0,1,0,0,3,1,1,1,10
2014-12-01,"$10k-$25k",0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,4
2014-12-01,"$25k+",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
2014-12-01,"Unknown bail",0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,2
2014-12-02,"Total",1,2,2,6,1,6,6,1,0,0,7,3,1,26,10,8,15,29
2014-12-02,"No bail",0,0,1,1,0,0,1,1,0,0,0,3,1,2,9,5,4,5
2014-12-02,"$1-$10k",0,0,0,2,0,2,3,0,0,0,5,0,0,1,1,0,3,10
2014-12-02,"$10k-$25k",0,0,0,3,1,2,0,0,0,0,0,0,0,23,0,1,0,5
2014-12-02,"$25k+",0,2,1,0,0,1,2,0,0,0,0,0,0,0,0,2,0,7
2014-12-02,"Unknown bail",1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,8,2
2014-12-03,"Total",2,1,3,4,0,15,1,0,0,0,1,7,2,1,16,13,9,50
2014-12-03,"No bail",0,0,0,0,0,2,0,0,0,0,0,5,0,0,12,4,7,17
2014-12-03,"$1-$10k",0,0,0,1,0,6,1,0,0,0,0,2,1,1,3,4,2,24
2014-12-03,"$10k-$25k",0,0,0,3,0,4,0,0,0,0,1,0,0,0,1,3,0,0
2014-12-03,"$25k+",0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,4
2014-12-03,"Unknown bail",2,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5
2014-12-04,"Total",0,1,2,1,2,7,1,2,0,0,1,10,1,0,9,13,14,45
2014-12-04,"No bail",0,0,0,1,0,0,0,0,0,0,0,5,1,0,8,2,9,13
2014-12-04,"$1-$10k",0,0,0,0,0,3,1,2,0,0,1,5,0,0,1,1,2,15
2014-12-04,"$10k-$25k",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,4
2014-12-04,"$25k+",0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,7,2,8
2014-12-04,"Unknown bail",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2014-12-05,"Total",0,0,0,5,1,7,2,0,0,0,0,4,1,9,16,7,9,38
2014-12-05,"No bail",0,0,0,0,0,0,0,0,0,0,0,3,0,0,14,1,6,14
2014-12-05,"$1-$10k",0,0,0,2,0,6,1,0,0,0,0,1,1,8,2,5,1,13
2014-12-05,"$10k-$25k",0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,1,1,2
2014-12-05,"$25k+",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2014-12-05,"Unknown bail",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
2014-12-06,"Total",0,0,1,3,1,12,1,1,0,0,6,6,3,3,10,13,24,29
2014-12-06,"No bail",0,0,0,0,0,0,0,0,0,0,4,4,1,3,9,2,18,14
2014-12-06,"$1-$10k",0,0,0,2,0,9,1,1,0,0,2,2,1,0,0,7,4,8
2014-12-06,"$10k-$25k",0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,4,0,2
2014-12-06,"$25k+",0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,4
2014-12-06,"Unknown bail",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2014-12-07,"Total",0,0,3,2,8,14,2,0,0,0,5,15,2,2,9,14,14,30
2014-12-07,"No bail",0,0,0,0,2,0,0,0,0,0,4,13,1,2,8,6,9,10
2014-12-07,"$1-$10k",0,0,0,1,0,11,0,0,0,0,0,1,1,0,1,8,3,14
2014-12-07,"$10k-$25k",0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,1,1
2014-12-07,"$25k+",0,0,2,0,5,0,2,0,0,0,0,0,0,0,0,0,0,2
2014-12-07,"Unknown bail",0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3
2014-12-08,"Total",1,0,2,0,1,5,1,1,0,0,1,7,0,1,3,5,7,14
2014-12-08,"No bail",0,0,0,0,0,0,0,0,0,0,1,4,0,0,3,1,5,5
2014-12-08,"$1-$10k",0,0,0,0,0,4,1,1,0,0,0,3,0,1,0,2,1,9
2014-12-08,"$10k-$25k",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2014-12-08,"$25k+",0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2014-12-08,"Unknown bail",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-09,"Total",0,0,9,2,4,5,2,0,0,0,1,8,1,1,13,5,5,38
2014-12-09,"No bail",0,0,0,0,0,2,0,0,0,0,0,7,1,1,11,0,3,12
2014-12-09,"$1-$10k",0,0,0,0,1,2,2,0,0,0,1,1,0,0,1,0,2,8
2014-12-09,"$10k-$25k",0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,0,8
2014-12-09,"$25k+",0,0,9,1,2,0,0,0,0,0,0,0,0,0,0,2,0,1
2014-12-09,"Unknown bail",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9
2014-12-10,"Total",0,0,5,2,3,4,5,0,0,0,1,6,0,1,20,13,3,18
2014-12-10,"No bail",0,0,0,0,0,1,0,0,0,0,0,6,0,0,17,0,2,5
2014-12-10,"$1-$10k",0,0,0,0,0,2,3,0,0,0,1,0,0,0,2,8,0,6
2014-12-10,"$10k-$25k",0,0,0,1,2,1,1,0,0,0,0,0,0,1,0,4,0,0
2014-12-10,"$25k+",0,0,3,1,1,0,1,0,0,0,0,0,0,0,1,1,1,3
2014-12-10,"Unknown bail",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2014-12-11,"Total",0,3,2,5,3,9,9,2,0,0,1,6,3,0,12,36,11,28
2014-12-11,"No bail",0,0,0,0,0,0,1,0,0,0,0,5,2,0,11,5,7,13
2014-12-11,"$1-$10k",0,0,0,1,0,3,8,2,0,0,1,1,1,0,1,16,2,9
2014-12-11,"$10k-$25k",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,13,0,3
2014-12-11,"$25k+",0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,2,1,3
2014-12-11,"Unknown bail",0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0
2014-12-12,"Total",0,0,25,6,0,5,1,0,0,0,0,19,2,5,18,54,11,27
2014-12-12,"No bail",0,0,0,0,0,0,0,0,0,0,0,9,0,1,16,10,7,9
2014-12-12,"$1-$10k",0,0,0,4,0,3,1,0,0,0,0,10,1,4,2,22,4,12
2014-12-12,"$10k-$25k",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0
2014-12-12,"$25k+",0,0,9,2,0,0,0,0,0,0,0,0,1,0,0,12,0,5
2014-12-12,"Unknown bail",0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
2014-12-13,"Total",0,0,1,1,2,14,0,0,0,0,3,7,4,2,18,21,27,38
2014-12-13,"No bail",0,0,0,1,0,0,0,0,0,0,0,3,1,2,17,6,14,9
2014-12-13,"$1-$10k",0,0,0,0,0,9,0,0,0,0,2,4,1,0,1,13,7,15
2014-12-13,"$10k-$25k",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,4
2014-12-13,"$25k+",0,0,1,0,2,1,0,0,0,0,0,0,2,0,0,0,0,1
2014-12-13,"Unknown bail",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,9
2014-12-14,"Total",0,0,8,7,1,8,0,0,0,0,0,8,1,1,9,2,19,30
2014-12-14,"No bail",0,0,0,0,0,1,0,0,0,0,0,6,1,1,8,0,17,10
2014-12-14,"$1-$10k",0,0,0,5,1,4,0,0,0,0,0,2,0,0,1,2,1,13
2014-12-14,"$10k-$25k",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2014-12-14,"$25k+",0,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2014-12-14,"Unknown bail",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5
2014-12-15,"Total",0,1,3,3,3,7,4,3,0,0,0,2,0,0,2,1,8,28
2014-12-15,"No bail",0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,6,8
2014-12-15,"$1-$10k",0,0,0,1,0,4,2,3,0,0,0,0,0,0,2,0,2,10
2014-12-15,"$10k-$25k",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-15,"$25k+",0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3
2014-12-15,"Unknown bail",0,1,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,7
2014-12-16,"Total",1,1,0,5,5,2,4,0,0,0,0,10,3,1,8,11,7,32
2014-12-16,"No bail",0,0,0,0,0,0,1,0,0,0,0,6,1,0,6,3,5,2
2014-12-16,"$1-$10k",0,0,0,2,0,0,3,0,0,0,0,4,1,1,2,5,1,16
2014-12-16,"$10k-$25k",0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,1
2014-12-16,"$25k+",0,1,0,1,4,0,0,0,0,0,0,0,1,0,0,2,0,9
2014-12-16,"Unknown bail",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
2014-12-17,"Total",0,1,5,3,1,10,1,2,0,0,0,10,6,1,15,13,5,50
2014-12-17,"No bail",0,0,0,1,0,0,1,0,0,0,0,10,1,1,15,1,3,14
2014-12-17,"$1-$10k",0,0,0,2,0,6,0,2,0,0,0,0,4,0,0,9,2,11
2014-12-17,"$10k-$25k",0,1,2,0,0,4,0,0,0,0,0,0,0,0,0,2,0,3
2014-12-17,"$25k+",0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
2014-12-17,"Unknown bail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19
2014-12-18,"Total",0,1,1,5,1,8,1,1,0,0,1,13,3,1,23,27,7,55
2014-12-18,"No bail",0,0,0,0,0,0,0,0,0,0,0,12,2,1,22,2,5,19
2014-12-18,"$1-$10k",0,0,0,2,0,4,0,0,0,0,0,1,1,0,1,15,2,20
2014-12-18,"$10k-$25k",0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,8,0,5
2014-12-18,"$25k+",0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,2,0,9
2014-12-18,"Unknown bail",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
2014-12-19,"Total",1,5,4,2,4,9,4,0,0,1,0,4,1,0,18,31,12,37
2014-12-19,"No bail",0,0,0,0,0,0,0,0,0,0,0,3,0,0,15,12,6,15
2014-12-19,"$1-$10k",0,0,0,1,0,8,4,0,0,1,0,1,1,0,3,15,4,13
2014-12-19,"$10k-$25k",0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,3,2,2
2014-12-19,"$25k+",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6
2014-12-19,"Unknown bail",1,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2014-12-20,"Total",1,0,8,4,1,11,1,0,0,0,1,6,1,9,11,15,10,38
2014-12-20,"No bail",0,0,0,0,0,0,0,0,0,0,0,5,1,2,10,5,6,22
2014-12-20,"$1-$10k",0,0,0,2,0,6,1,0,0,0,1,1,0,1,0,8,3,13
2014-12-20,"$10k-$25k",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1
2014-12-20,"$25k+",0,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2014-12-20,"Unknown bail",1,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0
2014-12-21,"Total",0,4,20,2,1,7,1,0,0,0,2,7,0,1,7,5,11,37
2014-12-21,"No bail",0,0,0,0,0,0,0,0,0,0,2,4,0,1,7,0,8,4
2014-12-21,"$1-$10k",0,0,0,0,0,6,1,0,0,0,0,3,0,0,0,4,1,13
